MessageId,ChatId,Order,Read,Edited
jynV,YMwENJfjm,40,False,True
Zwbg,KJpW,3,True,False
PYJxIKIy,QqotYWocAs,2,True,True
foqDdgR,DsJRbYx,25,True,True
Uy,sqi,61,True,False
jRo,Etb,98,False,False
MMXirqhPMt,WKesFR,13,False,False
Jclb,BlI,16,True,False
cgpCBKGl,CrRMXAfzg,59,True,True
BBCPXwywf,wrPADPNiXz,90,False,False
xzfgLIxqo,ti,29,True,False
iVu,Bi,52,False,False
ZDsMRGK,qfu,19,True,False
CixF,WHHtOhz,68,True,False
dqT,NiqsD,83,True,False
Aajndydl,rKBi,69,True,False
TpLS,SnHNXdvmN,13,True,True
bLvqIYKBu,BoFymSYet,18,False,False
sY,XbDPmmi,79,True,True
NARcHvlD,eWSiBUd,23,False,False
KhTkSdwegz,ilRuZ,59,True,False
oinEdQEU,luYzwkkC,20,False,False
tJYATQCrO,wIE,65,False,True
owmBLv,UzBZNJbpi,79,True,False
Otlp,kFADK,47,True,True
xQGBC,vtTp,54,True,True
sReplKclbx,JafJZX,60,False,False
FVsBbwnU,dbqjDj,94,True,False
eyTJijyUfo,Gmwrsbstw,60,False,True
xVHXvTUt,DOznlRmtP,43,True,True
FEXfkRc,FcSDzMr,17,True,True
sAxqRURRr,HwMUEREM,68,True,False
oWgkfMFi,xMOciOLf,75,True,True
WECmIKt,tpWNSGHPX,90,False,False
LT,iZDvOrWTPU,60,True,True
JczDLWt,GB,77,True,True
WNe,qDOkNdK,31,False,True
LWIjRYYZ,AxDO,58,False,True
MtLSgWNnwQ,uWGqbm,68,True,False
hvuc,dqJlXgG,62,False,False
PqbR,VKA,67,False,False
vULeWJdkj,din,30,False,False
fPYijMv,TBCoK,54,True,True
vXoHSbM,KwyfhCH,42,True,True
nhZIIIoGAi,fPZfWlak,50,True,True
SnoevY,fjDkzhBby,12,True,True
PInUC,LxQpbcwj,60,False,False
NyOiMJUYUA,cEvuuRfw,54,True,True
yeUSWPwr,yvRp,15,True,True
TFqojSDDv,IAIrriSzgI,38,True,True
sqpNLAjtF,wjtkhwP,59,True,False
gkYVLNWFsB,UnvM,67,False,False
cKboWVmrE,sMdDcwCu,19,False,False
jFj,FPBnHZ,72,False,True
MSt,RGEps,35,False,False
IjVUUOWL,WQn,72,True,False
rfjoyPFzPf,iESmqKqERS,5,False,False
erNsmki,qKL,12,False,False
AjBomD,rIr,55,False,False
PiAqwC,amAm,68,False,False
LvnaNLm,prCLJ,89,True,False
bgRONO,VbXOaU,69,True,False
mFXv,ytftFhUgc,17,False,True
bpmB,ltNLR,7,True,True
azjbua,ocPgpU,36,True,False
XAlLz,TzXnG,99,False,False
oQGbXfEH,qijCLVY,45,True,False
PjXxRfs,LxEPQD,47,True,False
wc,WItEo,32,False,True
axCLsb,DknuyB,10,True,False
nVHqahJD,fupU,50,False,False
VsNe,nqfBQrDyWz,24,True,False
tfSfgE,ihvvTjsST,26,True,False
LNWQZWUG,nDzhETUXTC,56,False,True
wwn,PyAz,74,False,True
EZsPV,MTPIaKvx,20,False,True
aHXdtg,JAwMVWESZr,59,False,False
cKyH,zUH,21,True,False
ZYDRhk,cXkBDXrYUg,97,False,False
twEs,TdJxxv,86,True,True
Xg,xoSNDOu,34,False,True
JXmgnR,wxUe,5,True,False
kvaqbCYhM,LpAdPBx,94,True,True
slipzA,lAxLYGlel,82,False,False
znfPtHq,WgANlRH,63,True,False
he,zUVnSQ,9,False,False
sH,czQEvRhb,92,True,True
syx,jlXtoTWe,63,True,False
TsnbHl,CGdcVzwYSY,7,True,True
IPBWIkyV,uPF,97,True,False
tHWTj,zwbBmlTu,74,True,False
WyWsb,XeAtbRhDIL,48,False,True
LUtRENkGA,BJBLC,23,False,False
YC,BeKeb,28,False,True
ytKNSXZ,LqAwJfviN,54,True,True
plerXkZMZW,uOKsvsrv,53,False,True
lAksF,wMhEyEib,14,True,True
cjqaSzFPUD,Cser,21,True,True
LzgFw,cwQSIQpkF,63,False,False
tZBNhYPBD,gs,69,False,True
dtj,yMjOjT,68,True,True
aZFK,yuCy,93,True,True
WLgJ,UTcgDcjxSb,36,False,False
JiW,OQYV,90,False,True
urlc,XnZIPyfR,14,True,True
BTFl,OsUbbF,93,True,False
OhtWoroGO,mKuRsqgC,99,False,True
bdmNQUUL,qMf,60,True,True
DqxBVBSvNY,cFou,45,False,False
zMphK,nzFkEkq,63,True,False
GQtRRGwB,DLtXA,5,True,True
nuKZ,xGzCiG,53,True,True
njzZvB,RYVZWHvPy,21,True,False
grqNjzTBL,XuFtX,7,False,False
KgGqkys,xpmaBzVYEQ,82,False,True
Kk,YPbgsK,22,True,False
qYm,WgFQ,83,False,True
VbYcWkgBJ,ziLdxrV,71,False,True
OoRjQCQ,bygDzw,15,False,False
YWFPB,wVau,86,False,True
DwjifFdZ,dWHpt,57,True,True
HKRH,GD,97,True,False
SjUAVgZS,mGHKRTXfDU,90,True,False
gkYVLNWFsB,sYcAZUC,100,True,True
XbsEuLtCfK,PnBsgHs,19,False,False
qFWZApH,LXkvq,69,False,True
CHEgbpfM,hWLJVzvDT,54,True,False
lH,Ih,36,True,True
MhunKghlm,dcdtVQCVyl,27,True,True
iFQCUtb,FKau,63,False,False
uHlic,EFNDPXCo,77,True,False
vjOqpZnq,kzxS,25,False,False
HycxvbLh,BusHN,1,True,True
FF,jrGydJfegZ,83,True,True
sgu,ACCkIVkat,84,False,True
PkrONHsn,GdpZKdBCOx,22,False,False
HmmeTnzv,aEYlkjf,59,False,True
oVAI,IkHdj,74,True,False
Eob,OmXPZnnI,97,True,True
ANIsxf,wKwAfJ,85,True,True
vFbCMNK,IyRskg,47,False,False
nQrb,VvLEPcyl,26,True,False
pmDCaSr,fkq,94,False,False
UToyhCJ,zzXEnZU,46,True,False
vomyMMlLQM,LkQ,99,False,False
LYrHBaHsPA,OxIH,77,True,False
xXUu,EiDaUl,53,False,False
md,eODaFebmV,85,True,True
NGSoiWWfW,gE,74,False,True
JaMGgY,FIvIWINVIJ,46,True,False
HweGpB,uYCXchhpfB,70,False,False
GwaN,UBbcpGKF,40,False,False
fTP,Dqa,29,True,True
QfuZq,DgzLGAabo,92,False,True
kjqGZVK,OMEKEyWSc,96,True,False
phs,vmJ,17,False,False
thgKCOnXf,yvZiheeB,14,True,False
wEucgMS,QHCEzEUZH,31,False,False
WokBMJsmQB,xLVK,96,True,True
axyYAHnIio,rEbOjWn,44,False,True
fuWtqfLG,WWZ,96,False,False
pGpXrNACx,QkPvclnM,63,True,True
MgOmiaJcg,nx,26,True,True
ZKxKLIGA,rCi,69,False,False
LAchP,TuRAJvht,26,False,True
SFqdgDWG,ESByJEPtI,14,False,False
hQxOhlJaL,MZqMsUAv,19,True,True
tkWebHR,cEvuuRfw,22,True,True
rtWxyyYKvb,FWtuGSQA,24,True,False
UtCKXtFS,FcSDzMr,99,True,True
iToL,yGzDd,61,True,False
mQNEdL,jjybwtp,64,False,False
gtCEMy,ZdCDoenfyf,69,False,True
DuqUyZwqC,TQhBmYts,29,False,False
hNWsPpnXVG,PLQiaSBWqR,31,True,True
NIChgNN,KXFTItpI,5,False,False
eQhg,AqFthnzOK,7,False,False
asVMNlO,gNqTuVF,82,True,True
vtXL,HRzKCwJJjZ,15,True,False
VzTVXskiW,dMzczk,71,True,True
wzrWnnIe,eIMmfiefRR,77,False,True
zpAX,kvbLXaai,97,True,False
qIRwu,UdhrubCSEu,52,False,True
PeKdWjbMsl,KSMwgFr,40,False,True
NIjwd,sWxgB,21,False,False
cGnKNMI,fRpX,9,True,False
YFhdz,gFOvU,27,False,True
fmcJ,dcRgCBUZCm,94,True,True
pZk,kcZcB,51,False,False
yYKuZfz,bfvuxkt,2,True,True
WYgfTuazW,LxEPQD,35,False,False
jmhTERy,TyJLji,44,False,False
cYDFFcHWmi,JybtdHX,56,False,False
skKbRa,LsWcCG,55,False,True
gPoJa,KmQWg,52,False,False
dBPawySyBY,MsJkFpVGc,64,True,False
dtDLFCkbY,xvuBDkdq,85,False,True
XJwudeYJKw,zskluVuj,61,True,True
HBZS,mD,14,False,False
AegT,kTCsCUc,75,False,True
ecc,DjLUZnn,30,False,True
XzEsJ,eqON,73,False,True
xksNEiX,UzBZNJbpi,34,True,False
wehMguyuYV,zLehI,55,True,False
qfOkQXjY,DRFcX,49,False,True
gTfMSgnMhQ,KDKm,66,True,True
TatxooAr,TdJxxv,70,True,False
sgls,scfNNjH,23,False,True
pFTsEyFnr,qFovkJoPjC,29,True,True
UmGqotNb,qKBd,89,True,True
gYFVf,unWAhxpmdz,14,True,False
RdddXbz,MVp,18,True,False
FUzdA,FQRmdpyzG,90,False,False
DoZQOvD,PVGFaVe,11,False,True
GOGRiQzSV,QqcpxNJrhR,53,False,False
wrY,Arj,36,False,True
qGnsuwymn,zWd,86,False,False
uQJCCaEG,GYx,34,True,True
VlCFp,EQ,99,False,False
BFzoHp,newR,88,False,False
YxHpwmoEVV,BgO,27,False,True
GjW,Utr,15,True,False
NqBqH,KJpW,64,False,True
obiorBbY,HCwrsTB,73,False,False
wIS,Dv,71,True,False
AHPHc,RLjEV,24,False,True
MXUz,yXFZSHuj,71,False,False
tji,kPGoQbfrS,34,True,False
ZehO,YShZhQMJ,5,True,True
HNzk,PHu,99,False,False
cQQCgaxo,aT,7,False,True
qXd,ONMFInVgY,15,True,True
WQsyFIZK,vWZTwlA,92,False,True
zohYprTj,ZK,42,True,False
ryIlAjWJVz,cRSuORUht,55,True,False
iMVaSh,AE,94,True,False
tTFjEjALmT,SLmEba,18,False,True
dUNOeCqP,dMzczk,7,False,True
vQqdfHx,zGu,81,True,False
ubHRsxXX,QqotYWocAs,65,True,True
LlQOcPGIO,Bdxw,27,False,False
WnIEUUg,qtzhWHZtV,67,True,True
kCDbgI,EnwRqQV,37,True,True
ryvTrUZlTr,wwx,90,False,True
DlCvagpWXn,zeny,69,False,False
zLrBMDsbtp,TBV,73,False,True
SkyovCHaU,EQaLVvciJ,69,False,True
sNRXovjOzc,lqcUVYL,81,False,True
HFn,KSMwgFr,43,True,False
nLgmA,mLDbj,18,False,True
aVB,zbRcF,7,True,False
Hpbe,KlRygDeSGi,41,False,True
FGgPfJ,QDAYeJOVy,42,True,False
jqvqW,HAKFt,93,True,True
yNL,mxTFUPjlRz,37,True,False
Jnj,PCfaOxZLZ,42,True,False
OnKoJP,usguhSR,60,False,True
FAxzlrxSb,pRYSpwAU,29,True,False
VbIyWdC,yD,88,False,False
wDSz,qF,100,False,False
yKc,wGvItF,67,False,True
Pqq,bKD,27,False,False
FRCHZFFFBn,RLXTFfngG,78,False,True
asVMNlO,fCriIj,100,False,True
IqhQqbhb,iSwhTM,22,True,False
flJe,iUpqF,38,True,False
WCvLggOlnZ,cNYg,27,True,True
DPWq,IVeZUwsVcF,94,False,False
ifwpyT,yQkooD,50,False,True
TNjBawWsMT,ppLiRdRfV,58,False,False
pjl,WfRsa,15,True,True
lThkD,uX,35,True,True
CYLLo,HdmB,22,True,False
zDSndDCoWt,EDVwwKP,45,True,False
XifJc,onrDvCQn,23,True,False
TtpqH,fc,81,True,False
QvsEB,aUwCbeG,59,False,False
sbEI,TWo,47,True,False
MlwOY,aCS,3,True,True
OqgUUXHhq,FKau,80,True,True
jINaG,AG,89,False,True
tOsOFfWKF,wewKPs,88,False,True
hKAlsxn,lfMmIBCWRh,91,False,True
mIA,mFlfxPy,16,False,True
ALzcdLrf,WuaHVg,26,True,False
FeUaNX,IFVZI,38,False,True
MqPLhBb,tkPmvTm,99,True,False
FPtq,qogYsH,74,False,False
OQq,djeqJEj,70,True,True
oIwG,WGsjclZsRv,1,True,False
zyjmePFyY,CrPnZUr,23,True,False
nXLYlskIAT,fLlAjaOf,54,False,True
dBFugVmgFi,QaYfShbdR,85,True,False
RPmlcFoc,XylxIXQQs,20,True,False
dHu,hqHUC,54,False,True
sypKSUPO,XPFOgDkar,83,False,False
AgemrGGM,jxAtW,56,False,True
JcVfy,BlfjxT,100,False,False
BLCwHvVV,iHXSUq,18,True,False
LGUvT,OEdyiUQkI,92,True,False
WURTS,EwdJYh,20,False,False
NVN,lvE,8,True,True
fY,cuCyHNInDt,3,False,True
HOeqLfGzC,zQ,87,True,True
HmmeTnzv,GYx,68,False,False
zs,ZWDGa,65,False,True
IGZtWxr,IkDlo,43,False,False
UNvJAHsclj,dFE,55,True,False
cpjjBPfYdC,UGlEts,89,True,True
UwF,SN,92,False,True
PHxIxpWXAU,falNe,1,False,False
bpmB,sBE,73,False,True
iRJ,QdwubJosL,64,False,True
pIspZ,gL,42,True,False
zujAekeRLM,jeUMadpUGp,28,True,True
nCA,ACcACNIpj,48,True,False
ETW,JjeXh,11,False,False
uUVpgBpYj,cQGkGn,6,True,False
OCmpGg,nTFRhQVF,71,False,False
OUdcXR,pSVcKcRZ,8,True,True
XA,BiH,41,True,False
jKlYtdTTiV,YO,88,True,True
DRBFfXdGP,FOHbsCyL,30,True,True
HzyV,XJPnkI,3,True,False
uzkBPIY,KOpcO,85,True,False
qLudoM,eWegs,80,True,False
bQhESYSin,tgNkJP,20,False,True
sgPV,XsxNQZSlB,88,False,True
JVkvA,AVBbQ,37,False,False
okccQaIqG,LpAdPBx,68,True,True
zYZC,oj,95,True,True
Jr,oOb,1,False,False
YgkRocdIb,jdDLBminij,5,True,False
eYVBhu,fvvDHuyEna,45,True,True
iuY,CDkbuPcKn,78,True,True
huKEOALMWC,QMArsEu,61,True,False
JaHREysW,BRrgpEc,64,True,False
UZZjEXzNuu,jUgeXzls,26,False,True
RvCDUxB,tQkwrTzo,85,False,True
sdPucep,KEU,35,False,True
LjJaRGLmB,egwUI,93,True,True
gNRehwGXy,GEGxm,33,True,True
wEucgMS,axbCwXTIZ,16,False,False
MeMKlbwb,GrTCJhL,49,True,True
PPsXzO,ZySeaOEtWd,24,True,False
KwfMDW,FXDiD,81,True,False
XqxXXzN,fNvxWG,14,True,True
bOuJDMJ,dlQSvjY,78,False,False
MlwOY,lmRLwyPs,71,True,False
Tht,LAdFGf,96,False,False
awSHyq,qg,13,False,False
WiNtcnVDie,ZRCYFdmNZc,23,True,False
rHwykI,JqYjKVso,83,False,True
qZt,rgndrNV,50,True,True
FnnFQMzAiI,ejrq,44,True,False
Ah,ttAJvUF,6,False,False
LrTGinQN,cWpMW,8,True,False
aeRMzc,zmGsMPRG,23,False,False
PDzvlEX,yRVD,72,True,True
POOWe,sbfP,72,False,True
nuU,teCtrT,10,True,False
FNhHqvxttd,FzqT,16,False,False
HkLibRU,pJiho,40,False,True
nXVqWeWpw,enahvdgvoG,68,False,False
OiAtUSaBq,OONqSlK,51,True,True
OQq,ZWDf,26,False,False
XhG,uGDZhZOB,69,True,True
FrJSv,ajXTsYq,96,True,True
IwRwRvcV,FZCdzNpP,52,False,True
hQJr,uTP,69,False,False
DrpdtwKx,waAzv,24,False,True
UwF,cHEmMArWQP,41,True,False
TtpqH,fRgkLx,37,True,True
obiorBbY,IKTaPMdw,19,True,False
LmrmOXLR,jlxDCfm,33,False,False
bgRONO,lqw,99,False,False
mMMdRG,lCHSJzCVl,75,False,False
cUUAVf,Yc,70,False,False
RFQrrQG,SxzrgwkVv,40,True,False
eMdLmclau,xlD,99,True,False
ImyDY,bcpMcdAU,72,False,False
LVSn,OiXbRAuqhl,70,True,False
pIzz,aGJpAR,1,True,False
MsDNXnk,gUerQVyc,57,False,False
tWtSe,apueRtiEkI,47,False,True
LfD,ygqm,9,False,False
KalWthUWXt,pQmeDDtvpA,48,True,True
Jb,qoefARMI,83,False,False
kMbWU,tUDBiyM,20,True,False
yQfjgLgwWd,hmVPuEQV,17,False,False
OzOZJsIT,gCPtUjuyIV,73,False,False
kMR,VbXOaU,45,True,True
bbZLAqcrhZ,AGhInNdZc,59,False,False
mSFTuQZk,TzXnG,42,False,True
yYuGQAePW,RzmgyL,58,True,False
sTL,vVsQQ,66,False,True
dCW,eUKvwpR,24,False,False
hlIh,gzd,32,False,True
eGFM,yNkTgaZwF,60,False,True
FL,Py,50,False,False
XqwJfCf,mj,29,False,True
VBd,svLqpo,29,True,False
qcPJXM,fSqS,24,True,True
WVvCtWTBa,PpKrEUBntf,66,True,False
GQhw,jaVvkjoBAe,35,False,True
BexVqNHLQH,UxziEMQQph,50,False,False
jXQMz,fYsCTG,58,True,True
Pqq,ZyOwWkEGlU,16,False,True
JCYZW,oDAqvwpVwN,39,True,True
JORLJfs,QHYs,24,False,True
OKazIyCSoR,cNaxoD,53,False,True
nJGf,Lo,6,False,False
ffuQ,CwK,71,False,False
SzdllDBZaa,xNCYEb,24,False,True
yZqjtLynyb,ZyfwINOWM,40,False,True
lwRDhwctPl,pix,84,False,False
Ny,hEgdAqAZ,6,True,True
kaZbyPsx,OaXOG,13,False,True
UZWTEl,VTYezx,78,True,False
LbanocVI,zWaMVnYZOx,9,False,True
bdiMbjh,OvMuNWW,67,False,True
cKboWVmrE,sDFCWgzT,77,True,False
RDodhdWKY,zuXcRoiCJb,39,False,False
spYFbRGo,nVen,100,False,True
JqUGMx,RXcG,56,True,True
yfnfll,qIFczEGi,71,False,True
qfOkQXjY,KfiFuPL,21,False,True
aWT,GCzXjKjV,22,False,False
MtPhhToi,Rjnmbe,98,True,False
zcUaIGxek,JzUN,36,True,True
XqxXXzN,gNqTuVF,95,True,True
ywyXU,kc,80,False,False
KyaeZ,SUYqpM,87,True,True
lIH,CrPnZUr,10,True,False
luQbUI,hnUBxwFpCH,55,True,True
GzGGZze,eqON,27,False,True
MzBa,IAIrriSzgI,52,True,True
BoGvtFZ,NYEDjdHrg,36,True,False
IXAaI,FTK,20,False,False
HkLXycAJ,lrSHrPku,6,True,False
lAfxBH,UaOHed,36,True,True
eFRmo,phGSL,32,True,True
On,LXwRPVSKmc,95,False,True
rzEOKyoV,dPLhzUFvAE,89,False,True
JQr,JoZuuAO,66,False,False
XAKRHBlGRW,prTotk,34,True,True
BxEtc,VDTmaMlBa,67,False,False
gpotgtZS,vZsRuqQi,48,True,True
uzkBPIY,swAKODS,34,True,True
TVwCisPYk,KLbuVASZ,5,True,True
QhYt,biSDaHAK,67,False,True
Ibd,LdRSqw,38,True,True
ayJyHC,ojOl,42,True,True
lPma,EDVwwKP,58,True,True
fxV,VGaLvmfF,71,True,True
laMe,jppwPikTZf,75,False,True
tILkvRk,cWV,15,True,False
dlzp,ecv,1,False,False
BapSBWVd,rrrc,49,True,False
FLBwkFQF,IadC,49,True,True
CGNfmjoD,fJrbN,49,True,False
uUOVUz,UcPAhxQ,48,False,True
FwaKGZY,baOqonU,52,True,True
JZYmgNz,LYBd,99,False,True
Jclb,WeSRdSNX,35,True,False
TfjussJt,zbOOnwu,4,True,True
RJngWbgiLI,EgigNtzU,22,False,True
GzGGZze,TRYoKIAR,5,True,True
wpBDH,DNayH,92,False,False
nM,XjH,3,True,False
aLzKsPC,mebICbqX,35,False,True
XjuCtJTbqw,Rs,84,True,True
ipnnoPMqhN,sl,29,False,True
peNHJWxpvn,DDwPMmZhI,91,False,False
lkiXmnMeq,QnIH,42,True,True
FiHJj,MWzH,50,True,False
BBbfSikUSy,PCfaOxZLZ,33,True,True
boBLVjkn,Ul,63,False,False
gpotgtZS,WDOT,52,True,True
Vj,vY,63,True,True
zvJfOP,VhlKZ,61,False,False
FPOZNje,MnHzuDiVV,16,False,False
tiy,piZKRjP,41,True,True
EHYgSZ,skwukpzi,8,True,True
pSIo,FseG,38,False,False
KRKyNb,iaOZTY,76,True,True
YTssieZt,keGypzO,80,True,True
VwPyxhrYqv,ndYgvxARYm,26,False,True
Ayui,Lh,88,False,False
ByUCAMJcYP,ZnHRWEzh,56,False,True
bBA,QXP,87,True,True
kMbWU,MjrAtRW,72,False,False
BLKIexf,rT,45,True,False
FSPQfffLzZ,htdNDuK,78,False,False
fiinDTWenC,XfEu,61,True,False
EwsnTwJwAB,uivudBfj,14,True,True
vjvKCoiQ,JaUgd,62,True,False
JVkvA,VXe,94,True,True
QCiOmdy,MwlbeoefX,99,False,True
CfyRTQDio,pVu,31,True,True
AlzO,rgndrNV,86,False,True
KEXQQ,TsHSSn,56,True,False
meSDsAG,hxWHHiNP,91,True,False
zxQggYY,wiejgUGE,45,True,True
RsJ,tXMTNaQbb,75,True,False
NuR,vgpauiO,92,False,True
pMkmylyWE,CKui,100,True,False
wbR,hqHUC,80,False,False
WMVckejGZU,YXkT,94,True,False
YZcDgTAV,wOM,1,True,True
QuZPbG,nTFRhQVF,88,True,False
haWhN,HiyiBI,41,True,True
zXveiEQ,vLkMEQ,79,True,False
gSVKqScSU,bzGYZ,43,False,True
XmH,WWJ,99,False,True
CHEgbpfM,erIaHY,10,True,False
GWT,wgrOOEM,97,True,False
huKEOALMWC,QrDuE,53,True,True
hZM,JBlTzaX,10,True,True
vXJGwW,yRVD,93,False,False
jdSQQSo,NCRXHfH,4,False,True
FnB,tdyCkpf,81,False,True
iPRGJgWL,IKTaPMdw,64,True,True
OVgr,yHvs,49,True,False
tLfKN,ZXNChA,11,True,False
JJEcOMFT,nvHJAvgLG,11,True,True
UOGTrP,te,33,True,True
XFB,WWJ,88,True,True
dtDLFCkbY,cds,55,True,True
uZkPHieNTG,uuCfySjm,77,True,False
zMLZJRZTIp,BGQmjjw,16,True,True
kjqGZVK,DSPITHm,45,False,True
vcFhxCqyv,wiGhyrxo,19,False,True
ckGGywhJx,qOSHJ,44,True,True
gxtvS,FIvIWINVIJ,17,False,True
CaRG,KrgjMP,28,True,True
aBohK,cWGaHT,86,False,True
WZSKobN,KhmtvDWfYN,1,True,False
RRRk,Bdpd,27,False,True
MSzeuUaGBw,urMa,27,False,False
RlyAzf,nhvFLiQ,65,True,False
iMeOBh,LxEPQD,23,False,False
fUuq,PBJuJQPjmu,83,False,True
aAkzs,DDwPMmZhI,37,False,False
SqoGwM,aiEYLLY,36,True,True
eBteRjEDNP,etrYAblpR,71,False,True
KPcbVLt,rKBi,82,True,True
ZfjMeVDDy,aMuVkMhIjG,4,False,True
TwS,JvAlAzgIHg,5,True,True
fWjvM,LwNqmXsD,87,True,True
pIzz,inddVgOep,85,False,True
ZLjVRglEOB,loy,58,True,True
Mnv,YXis,36,False,False
DkzrRckaL,XTc,91,True,True
WDhyG,FIpCyECgEx,95,False,True
aEBMe,PFyUJ,96,False,True
JFkO,xFHYE,14,True,True
LdVmzUYtC,hBsTkNa,36,True,True
Jl,tohp,83,False,False
Ojgla,qsggYPCoc,54,True,False
PovRKlTFh,uqdAKRjd,55,False,False
IPjWOLfw,XPFOgDkar,53,False,False
fwQOjY,eLtT,63,True,True
JuRFYeNt,RGGaciAE,27,True,True
hZvNWRzW,qfk,6,True,True
cp,undKDdA,38,True,False
hhj,xuWeGM,37,True,False
meTBkZdcpK,KSq,5,True,True
aBxnlxFs,ihvvTjsST,25,False,True
TpLS,WgFQ,76,True,True
xsHmyWnAZ,XqiqLDgo,95,True,False
kCHtJQ,RVdTHQE,46,False,False
wzPkTZr,enWL,34,True,False
RJngWbgiLI,vgpauiO,37,False,True
VBd,vpfCpu,90,True,True
svRCJv,mKOzdVew,86,True,True
Zvz,TRYoKIAR,53,False,True
dfNicjb,OC,34,True,False
XJACXzJPUp,SJnviTQXzB,79,False,False
teogLH,eEnTTPTO,82,False,True
EUZYPsi,AsQtjgy,36,True,False
GCWYpg,bVHDBFK,48,False,True
plkr,letz,53,True,True
hSfLhoUzm,ccLVUqu,47,True,False
NfDS,vCzCNvZKS,50,True,False
wdZSmLIP,ytftFhUgc,36,False,True
duCtG,HLiQmU,4,True,False
XsWY,rWuMEmQ,71,False,True
sFjNy,GOtS,33,True,True
QVMVhroU,DLtXA,99,True,True
LktWDonW,CVEPLcuys,62,False,True
qx,dzO,62,False,True
ZOZLXWAw,eXrW,12,False,False
hbOAuoMDhk,scX,14,True,False
oYoVrt,ZRCYFdmNZc,91,False,True
peJXMhwp,IgPNGGmafx,3,True,True
YBJThV,RSXd,69,True,True
SyF,xmnrS,18,True,False
NwsURiZk,AEJQHdc,80,True,True
ZLjVRglEOB,UIgeIP,25,False,True
iBdG,ClMJDXLgR,61,True,True
gTPxtgF,KvMxdeTMP,92,False,True
tkIh,qiys,36,True,True
DoZQOvD,PJYjpdea,4,True,True
wwn,yGzDd,50,False,True
rmMl,lubBVs,15,False,True
XQHfLOkhW,DSPITHm,87,False,True
Lq,DDgA,40,True,True
tXPfJu,sh,44,True,True
bGtDp,PvW,63,True,True
iKCN,gE,35,True,True
Ctb,bCtVpHEq,7,True,False
emQNXOvQt,dMzczk,84,False,True
invg,SlXe,98,True,False
fVZLhsVG,tHbEv,4,True,False
LlNjG,RYVZWHvPy,54,True,True
oVTNqlaowY,fqBpNtt,5,False,False
LyW,jUgeXzls,11,False,True
kLIa,loy,66,True,True
MTMqgNhWO,ZlOzPzzK,73,False,False
dXzQuxLFPJ,EWy,80,True,False
SSfUBdTs,gDHUxqsIFs,58,True,True
rquJCxEL,FWh,61,False,False
ubHRsxXX,BHuA,6,True,False
aoVb,mebICbqX,76,True,False
ydGGyWs,vKYuUk,97,True,True
LCyDNC,tEQftH,31,False,False
zMOxKoa,KcbTOOGL,45,True,True
POOWe,jzg,78,False,False
zfQPd,lkmK,79,True,True
sEeeuEcK,EDydkP,62,True,False
XQHfLOkhW,QHYs,36,False,True
mr,WTkHLZDOy,33,False,False
UolN,UoirH,47,False,False
uCafuVvOoJ,sBE,63,True,True
QEGrdNu,KrgFHW,28,False,True
dKvfjLDB,ocPgpU,16,False,True
DyomlSt,VtBbNTqCnu,58,True,True
NUMgBaId,Mwlqb,82,True,True
yMLbAz,TtNvbSElgF,100,False,True
RlPqXCQAPj,WzEcztv,4,False,True
jTlapfM,eSuhR,50,False,True
oBYy,uhRsWTCsOe,80,True,False
pIFSV,iJECpEGQ,14,True,True
uGmUjbSXgW,ZwwvqXJdMB,36,False,False
jMqHNUmAjp,GVUtIAg,58,True,False
GPIBPi,EBATf,78,True,True
rtWxyyYKvb,AqKFIir,70,True,False
teogLH,rgZbN,27,True,False
zDI,sk,33,True,True
ujlAIXuH,gTA,31,True,True
AjBomD,qztt,26,True,False
TtPLkDa,fr,44,False,False
AUqj,seH,21,True,True
sgUhDgh,MRrMxm,23,False,True
XiK,XnMqOKV,98,False,False
FwgJzJaJzp,sMnvYN,97,True,True
GuRo,VKA,34,False,True
pascLQMRXC,tTxzBG,62,False,False
VVFNbMih,BncDzlkxbW,64,False,False
uzpwr,aBQMiZmbQS,21,False,True
FRCHZFFFBn,GyPLnuVqRz,74,True,False
thtjJazA,brKNivCjr,8,False,True
iqBWVJ,eEnTTPTO,9,True,True
hYAvCxju,zbRcF,72,False,True
DFcF,ZpOty,23,True,False
vQqdfHx,KDDmnVhi,14,True,False
RJFEVz,oBwMZ,66,False,True
tzQHLtia,bXnQaoV,56,False,False
jqATTCUsSx,TnIwWtzDEX,51,True,True
vjlBpoTOgm,uTHxnuSJ,8,True,True
qqVzgimpb,TUAUoT,91,False,False
hVuuMaX,uatusDSBe,51,False,False
VbYm,ZdCDoenfyf,56,False,False
LUoUuS,ffcR,40,True,False
Kk,rZ,5,False,False
eNZUrmFXlk,UIYuttrjHg,69,True,False
xUNaAuwTPM,viyhUJ,5,True,True
PbzhaUui,FtYydWJ,61,False,False
UDoi,WWJ,55,False,True
MNhvwq,bRCroRX,66,True,True
ANIsxf,IDOIJS,96,True,False
aaaPFqbtH,KMZc,38,False,False
gqSCkQl,sy,39,False,False
fVZLhsVG,XfEu,1,False,False
APVzmLpcuR,MygpDzF,54,True,False
UFHpNm,RKrlv,2,False,False
yaf,wbqKSAnJ,79,True,False
wSPdoQD,IkHdj,20,False,True
BLKIexf,jduyo,68,True,True
HiFTYAWs,EtIALvAY,89,False,True
LjJaRGLmB,JzB,34,True,True
bHcJFO,PTkgpO,61,True,True
