FollowerTag,FollowedTag,Date,Hour,IsMuted,NotificationsActive
buckpeter,gutierrezerica,2024-04-07,17:44,True,False
fosterterri,destinywhite,2020-12-10,02:29,False,True
vernonford,brownamanda,2024-01-14,23:15,False,True
solisthomas,christopher45,2021-10-10,20:33,True,False
nicholashorton,lbell,2021-08-01,07:32,False,True
mmartinez,ybird,2021-10-02,11:49,False,True
robin83,kylie57,2021-06-15,23:45,True,False
sean26,jwalker,2023-05-28,06:30,False,True
frangel,brian77,2021-07-23,18:28,False,True
jamesjones,brittanyboyd,2020-11-24,01:12,False,True
amberharris,mendozaanthony,2020-01-26,11:47,False,True
kmartinez,pjennings,2020-02-05,21:26,False,True
frobbins,haley99,2023-10-15,09:51,False,True
georgenicholas,anarojas,2023-04-28,21:07,False,True
dianabaker,delgadoannette,2023-12-22,03:35,True,False
cindy07,enolan,2024-03-27,08:50,False,True
jessica52,james21,2023-02-26,16:16,False,True
williamsmary,juliebailey,2021-10-02,01:37,True,False
michaela93,denise67,2023-12-30,03:42,True,False
lholmes,sotoeric,2023-03-13,02:25,True,False
victormoore,jessica01,2021-10-05,22:11,False,True
zlopez,silvanicole,2022-12-19,23:48,True,False
emily96,jeffreyjordan,2021-05-12,02:45,True,False
zacharycunningham,kevinbowers,2023-03-11,18:28,True,False
paulalvarado,nguyendonald,2022-05-18,06:24,False,True
brian31,cmcclain,2021-11-13,22:19,False,True
erika52,cummingsshawn,2021-06-09,18:30,True,False
mhall,stephanie44,2020-12-16,09:52,True,False
cohenanita,turnerdaniel,2023-09-27,11:03,True,False
bryantalan,johnsongail,2021-12-23,22:02,True,False
eric36,wmueller,2024-04-04,02:12,False,True
vgriffith,hhines,2021-01-24,01:57,True,False
nicholashorton,umorrison,2020-03-19,23:26,False,True
thomas01,lewisshawn,2021-08-16,21:33,True,False
angelaconner,smithmary,2020-07-01,09:46,True,False
andrea79,gjohnson,2021-07-16,16:44,True,False
johnhowell,oliverscott,2021-12-28,06:03,True,False
huntcharles,shenderson,2021-09-04,07:15,False,True
wroy,mcclurebrett,2023-02-25,04:15,True,False
ttaylor,matthewbarrett,2020-02-15,10:36,True,False
gilestara,carla44,2024-01-10,15:03,True,False
emily97,tmonroe,2021-05-08,20:26,False,True
mcdonaldgregory,nmorales,2023-12-28,01:13,False,True
anthony80,ewatkins,2021-10-15,00:38,True,False
ramirezsherry,christopher67,2023-09-24,12:02,True,False
latoyagutierrez,boyerann,2023-10-02,23:43,False,True
figueroaamy,charlesjordan,2023-04-14,15:52,True,False
pcarroll,kimberlyoliver,2022-11-17,20:30,True,False
andreaanderson,christopher45,2020-12-10,20:52,False,True
maciasnancy,holmescarlos,2020-11-15,01:12,True,False
jon34,andrew83,2020-12-31,08:37,False,True
shawn71,meganward,2020-11-25,09:29,False,True
morseroy,washingtondaniel,2024-01-24,22:05,True,False
schwartzjames,colondanielle,2022-09-04,11:46,False,True
sarah21,michael07,2020-04-26,01:29,False,True
fburgess,aandersen,2022-07-16,20:26,True,False
joneschristopher,amycarroll,2020-10-24,16:42,False,True
robertsdavid,ymcmahon,2023-07-13,06:36,True,False
margarethicks,briana08,2022-01-20,07:26,False,True
kimberlybrown,chavezrobert,2023-05-07,05:39,False,True
jason61,kmorgan,2022-10-08,07:47,True,False
ustone,janet69,2022-04-02,18:44,True,False
pflores,lamdaniel,2021-04-27,06:24,True,False
leenatasha,rivershelen,2023-07-19,17:58,False,True
ashlee49,daniel56,2022-05-13,10:02,True,False
dylan67,hcarter,2022-03-14,23:17,False,True
rojasbrian,kmendoza,2022-03-02,06:32,False,True
nvaughn,zrowe,2023-11-27,02:52,False,True
joseperez,bwilliams,2022-08-16,09:08,False,True
james26,jthomas,2020-09-25,16:29,False,True
mrhodes,jtrevino,2022-11-22,12:11,False,True
dstanley,christina70,2021-01-22,17:12,True,False
jensenlynn,jennaroberts,2022-05-27,15:41,False,True
sotochad,davidryan,2022-03-18,08:27,True,False
maxwellstephanie,mcarey,2023-04-08,18:15,False,True
garrettking,llopez,2024-02-16,23:54,True,False
sbrown,vbailey,2021-01-14,08:03,False,True
johnsonnancy,bguzman,2022-06-03,02:52,True,False
clarkrose,parker36,2022-05-16,09:09,False,True
stonewayne,kristine17,2022-09-21,14:53,True,False
dukeanthony,guzmanchristie,2021-03-31,11:06,True,False
elliottannette,ksoto,2023-10-02,10:00,True,False
dannymiller,dunnthomas,2020-02-06,06:17,False,True
tmays,rachelcobb,2020-03-02,22:22,True,False
fosborne,parkerlaura,2023-07-06,12:50,True,False
aguirregabrielle,anna17,2020-09-29,22:45,False,True
delgadotheresa,victoria98,2023-03-10,23:33,False,True
jonesbrittany,ljames,2023-07-09,01:28,True,False
gerald47,john14,2024-03-28,01:34,False,True
annhumphrey,kennethfriedman,2020-07-24,08:32,False,True
pwashington,ashleylloyd,2022-03-07,19:32,False,True
bbrowning,danielstewart,2022-05-25,03:03,False,True
kristin07,douglastrujillo,2022-04-19,01:42,False,True
kevinlyons,dmckinney,2021-07-30,10:36,True,False
slittle,jonathanjohnson,2023-07-13,16:33,False,True
cynthiamorris,kmorgan,2022-10-10,00:08,True,False
egrimes,gcross,2021-02-25,18:37,True,False
lbauer,kevans,2024-03-06,16:17,True,False
onealdavid,garyshaw,2023-06-03,21:38,False,True
monicaaustin,crobertson,2023-05-26,21:27,True,False
adamjohnson,gchan,2021-06-08,10:02,False,True
andrewkeith,nicholstodd,2020-11-30,00:39,True,False
kelsey72,hilldiana,2022-03-03,17:58,True,False
jenniferhill,shepardtiffany,2020-03-07,06:35,False,True
mjames,roger29,2023-04-19,11:17,True,False
juliebailey,vlester,2020-09-24,08:28,True,False
chenallison,gillespiejanice,2021-02-04,05:27,True,False
pcooper,palmerjessica,2022-08-11,14:05,True,False
daniel53,samantharose,2022-08-16,03:16,False,True
uharris,bellelizabeth,2023-09-22,23:19,False,True
jessica01,eric95,2020-04-27,23:54,False,True
carolynmccoy,ttaylor,2021-02-27,11:27,False,True
mooreaaron,stacy90,2022-04-06,01:14,True,False
carpenterlori,garytran,2023-08-09,01:38,False,True
wpearson,morsejeremy,2022-01-16,18:32,False,True
kjohnson,loliver,2022-08-28,23:08,True,False
djones,reynoldsmichelle,2022-07-05,07:53,True,False
michaelchang,bhall,2023-02-03,21:18,False,True
brandyvaldez,nancy18,2024-03-18,05:21,True,False
vpatel,kelly52,2022-04-02,07:37,True,False
sandra21,rlong,2020-03-17,22:47,True,False
denniserin,andersonmichael,2021-09-17,17:15,False,True
earlmoreno,donnamora,2020-06-29,06:04,False,True
websterjeffrey,bobbyhays,2020-11-14,11:26,False,True
simmonsbecky,ashlee73,2021-11-20,01:45,False,True
friedmanbrian,holmescarlos,2021-01-28,13:16,False,True
sheridean,rodriguezkathryn,2021-07-09,14:28,True,False
bhenry,uhuynh,2023-07-28,02:38,True,False
tracy32,christinalarson,2023-07-27,04:34,True,False
xtaylor,brewercheryl,2022-04-27,00:39,True,False
steve31,james26,2022-11-22,19:02,False,True
robin02,lisacummings,2022-03-04,08:49,False,True
stephaniepatel,whitejoshua,2022-01-15,02:26,False,True
meganthompson,eileenmendez,2020-07-28,00:11,False,True
holmesmary,vernonford,2021-06-26,13:12,False,True
ybarr,zbailey,2020-06-04,12:53,True,False
angela33,imorales,2023-02-07,16:08,True,False
jmalone,nicholas98,2022-03-24,01:59,False,True
hodgeskendra,xaguilar,2020-01-23,10:15,False,True
sophiahill,cooperkimberly,2022-12-09,11:17,True,False
collinsamanda,alicia47,2023-06-14,22:07,True,False
jesuscastro,amanda81,2021-11-25,03:26,True,False
aaron59,smithkelly,2021-02-07,09:18,True,False
brettmurphy,wmitchell,2023-09-27,10:46,False,True
deborahconner,nfoster,2023-03-13,14:14,True,False
ashleyjames,daniel56,2024-02-13,04:41,True,False
akelly,kmoss,2021-12-26,21:35,True,False
jonesmichelle,westkristina,2022-02-19,13:35,True,False
benjaminhicks,rodriguezphilip,2020-04-06,11:20,True,False
websterjeffrey,johnhansen,2020-05-11,11:38,True,False
wilsonsteven,bowmanashley,2023-08-01,02:30,True,False
angela33,james16,2022-11-15,04:30,True,False
tammywallace,xlopez,2021-09-13,03:16,True,False
carmengalvan,lacevedo,2021-08-04,02:42,True,False
jnicholson,michaeltyler,2023-01-07,18:18,True,False
dsmith,jfranco,2023-04-03,13:14,False,True
george00,aaroncaldwell,2021-01-12,17:22,True,False
swalker,marymartin,2020-02-24,19:40,True,False
adorsey,ryan57,2021-05-04,09:38,False,True
zruiz,dennismichael,2021-07-08,22:24,False,True
abigail25,jeffrey32,2020-09-27,22:32,False,True
wilcoxbrian,johnstone,2022-06-05,16:49,False,True
karenhodges,hollowaykrista,2020-03-20,00:27,True,False
ivazquez,mitchell74,2023-11-15,02:40,True,False
zlee,ztran,2022-12-26,03:14,False,True
christophersmith,rachelbarnes,2023-06-05,16:35,True,False
qbenson,browntodd,2022-02-01,15:16,False,True
sarahsantos,markwalker,2023-04-05,16:34,True,False
pamela09,christyguerra,2022-06-20,02:01,False,True
joshua97,arthurryan,2020-01-19,16:41,False,True
duane20,charlesmiller,2022-09-07,06:43,False,True
hward,turnermatthew,2023-07-19,20:23,True,False
warnermegan,terrance20,2021-09-02,12:22,False,True
brookeconrad,jchan,2021-01-22,23:32,True,False
llloyd,jerrybarnes,2023-10-23,13:36,True,False
opotter,heidi50,2022-04-29,08:45,False,True
lisahenry,smithrenee,2023-04-13,23:03,False,True
donnawalker,fgomez,2024-03-25,16:10,False,True
buckpeter,xsmith,2023-07-19,13:59,False,True
hendrixmichelle,danielbryan,2024-04-05,05:20,False,True
ramirezjames,shellybrown,2024-01-03,01:11,False,True
cortezrodney,carramber,2020-05-26,05:47,True,False
adrianoliver,piercebenjamin,2022-07-07,17:29,True,False
mathewsjerry,caroline90,2020-02-02,20:10,True,False
norrisjennifer,jacobrangel,2020-07-16,16:23,False,True
xtaylor,kwilliams,2023-05-10,23:06,True,False
brownjohn,lowedeborah,2021-04-07,04:03,True,False
ryanadams,cwilson,2022-12-26,07:58,False,True
mathewsjerry,allenvincent,2020-06-29,20:15,True,False
emartinez,jenniferpatrick,2023-06-22,03:19,True,False
williammosley,aguirregabrielle,2022-10-28,00:21,False,True
stewartrebecca,johnsonelizabeth,2024-01-13,02:41,False,True
andersonmarie,johnarmstrong,2023-04-15,09:51,True,False
pwilliams,christopher45,2022-02-26,15:48,False,True
dawnbird,amatthews,2022-05-12,07:26,False,True
matthewgrimes,andrea51,2023-07-25,18:44,True,False
janestrickland,nicole45,2023-11-19,11:30,True,False
dale00,imassey,2023-07-11,03:56,False,True
matthewhughes,alejandro85,2020-03-23,00:14,True,False
sherri06,brianlewis,2020-01-25,07:21,False,True
dennissoto,lauriecooley,2020-01-09,17:22,True,False
savannahlucas,krista13,2020-09-06,20:45,False,True
stevenlopez,matthewwilkerson,2020-02-11,14:07,True,False
gerald61,mariohughes,2020-03-16,03:06,True,False
washingtondaniel,raymond60,2022-06-23,00:53,True,False
amymorgan,taylor06,2022-07-09,16:35,True,False
bakerlisa,caroline90,2020-02-10,13:53,True,False
robertdunn,kimberly08,2021-04-19,08:06,True,False
jay03,dustinlewis,2023-09-26,15:46,False,True
rgreer,russellryan,2023-05-13,12:22,True,False
coxjessica,thomas16,2021-02-09,05:13,False,True
tross,arnoldkirsten,2023-01-23,19:37,True,False
michael31,whitney45,2023-03-19,07:06,True,False
msellers,stacy90,2023-01-17,08:00,True,False
cruzjill,wthompson,2020-03-10,18:33,True,False
lyonssteven,laurie65,2024-03-26,23:54,False,True
djones,jameschristopher,2022-12-15,04:43,False,True
lpayne,hbrennan,2023-09-24,00:38,True,False
latasha99,mitchellsusan,2023-09-15,17:17,False,True
victorsmith,lawrence28,2024-02-15,20:46,True,False
armstrongjames,elittle,2024-02-11,14:19,True,False
trangregory,timothy90,2023-06-14,23:17,True,False
clairejones,ramirezlonnie,2020-10-10,17:24,True,False
johnlozano,marissa41,2020-03-04,08:43,True,False
cynthiamoore,moorerandall,2020-12-18,14:11,False,True
andersonbenjamin,glennronald,2023-06-13,11:15,True,False
jessica86,jerrywright,2020-05-03,09:41,True,False
joshuamoore,danielbowen,2022-10-29,07:56,True,False
daniel02,garzacassandra,2022-04-15,23:14,False,True
zachary41,xschneider,2020-07-28,14:44,True,False
latoyafitzgerald,shiggins,2022-07-19,03:53,False,True
jnicholson,tracy74,2021-01-11,09:11,False,True
cheryl13,johnallen,2021-06-13,11:22,False,True
rosscaitlyn,yrobinson,2020-04-15,07:18,False,True
brandon29,michelle53,2020-08-03,04:38,False,True
krista88,woodsara,2020-04-29,19:23,True,False
beckermarcus,meghan22,2022-01-26,16:33,True,False
emily49,mark64,2021-04-06,11:27,True,False
coxkeith,wallacethomas,2023-11-11,10:43,True,False
crussell,yclark,2021-09-25,13:26,True,False
cruztanya,ulivingston,2022-08-09,10:40,False,True
omcintyre,anthonyalexander,2022-11-03,04:54,False,True
barbermitchell,fgardner,2023-04-06,12:28,True,False
dhardin,nkelly,2023-09-08,04:55,False,True
tammy51,pbrown,2022-03-02,03:29,False,True
pholt,perezchristina,2020-10-09,02:46,False,True
kathy84,dfriedman,2022-01-01,09:55,True,False
cbrown,jacksoncarla,2021-03-11,00:47,True,False
juan67,hopkinsdouglas,2023-05-19,23:57,False,True
kellythomas,samuel34,2020-11-04,20:30,False,True
browndale,jodi36,2022-10-06,07:04,True,False
summerandrews,theresamiller,2022-02-22,14:47,True,False
watkinswilliam,abigailhayden,2020-04-08,22:01,True,False
hmcdonald,dstewart,2021-07-13,09:06,False,True
angela18,jason87,2022-07-31,10:59,False,True
robert17,jean29,2023-11-05,22:24,False,True
lrichards,andrea57,2020-01-02,10:52,False,True
mtorres,grimeschris,2020-05-11,21:35,False,True
christina70,browndenise,2021-12-20,19:35,False,True
hodgetara,rogerscindy,2020-12-15,02:56,False,True
gabriel31,matthewbarrett,2020-10-16,22:59,True,False
browntravis,clarkjulia,2021-10-14,01:55,True,False
crawfordpatrick,leslie12,2020-07-15,23:09,False,True
laurawalters,smithbarbara,2020-05-31,15:52,False,True
daniel26,gbennett,2022-01-07,16:47,False,True
davistim,vjoseph,2020-11-15,15:18,False,True
dylanscott,andrea57,2022-11-18,12:00,False,True
matthewpratt,crossdaniel,2023-08-03,02:32,True,False
joseph25,susan86,2020-01-18,02:29,True,False
rfarrell,gli,2021-05-25,03:07,True,False
tdyer,jonessharon,2023-04-29,15:33,False,True
kevin41,wjimenez,2022-01-15,12:43,False,True
alexandriataylor,boydbrandon,2020-11-30,00:29,False,True
william29,iwilson,2023-04-02,08:53,True,False
donaldwhite,cuevasrandy,2022-10-02,10:53,True,False
rhonda57,erika10,2020-08-18,16:17,True,False
mooreandrea,faulknerrodney,2021-11-12,17:14,False,True
vcannon,mike06,2022-04-12,08:54,False,True
david49,xfoster,2021-02-22,05:52,False,True
steven06,david30,2021-02-14,15:00,False,True
mpace,edward14,2023-01-02,22:04,True,False
john76,kmorgan,2022-10-14,17:08,False,True
georgenicholas,oward,2021-11-05,11:40,False,True
dakotabailey,jacksonwendy,2020-04-28,03:46,False,True
sarah69,xschneider,2023-03-05,14:45,True,False
alejandrapowell,justin64,2023-06-30,07:37,True,False
lunadenise,pgreen,2023-07-07,17:20,False,True
sandramaxwell,pallen,2020-12-23,18:54,True,False
bbradshaw,vazquezjacob,2020-08-21,04:43,False,True
arthurryan,riveranathaniel,2022-09-21,00:20,False,True
medinadavid,sscott,2020-09-09,23:21,False,True
hwells,hillstephen,2022-11-16,20:47,True,False
shane46,alejandro85,2023-06-02,18:58,False,True
robert22,zbrown,2022-02-05,05:44,False,True
shannon23,bsutton,2020-08-19,18:50,True,False
joe68,adam14,2021-07-13,07:32,True,False
colton33,stephenmiller,2022-12-20,10:46,True,False
zacharycarrillo,kmay,2020-11-11,08:45,False,True
kristin91,carlsontimothy,2022-05-03,09:41,False,True
dylan47,john30,2021-11-27,00:32,False,True
crawfordpatrick,rosalesmaria,2020-08-30,22:19,False,True
brianlewis,wlewis,2023-03-05,13:46,True,False
guerramichael,ygreen,2021-12-06,03:26,False,True
aliceparker,samantha73,2024-03-08,06:44,True,False
marcus18,seancook,2020-06-25,20:29,True,False
ichandler,vcannon,2022-01-29,10:36,True,False
patricia14,curtis90,2022-09-05,02:06,True,False
ghammond,miguel02,2020-06-13,09:01,False,True
alicia57,zlopez,2023-03-10,01:19,True,False
sarahshields,cedwards,2022-01-17,23:22,True,False
dawsoncarrie,lmoody,2020-07-02,14:22,False,True
vsimon,michael95,2020-12-04,09:12,False,True
cruztanya,ianbrown,2023-10-27,23:47,True,False
anthonymitchell,christopher68,2020-10-23,03:38,True,False
shawbrian,emily97,2023-02-23,12:33,False,True
echarles,mahoneyrebecca,2020-05-22,05:46,True,False
michael39,allencolin,2023-11-24,10:28,False,True
karenclayton,lorrainepatel,2023-05-27,21:22,True,False
davisjames,michael74,2020-06-18,15:37,False,True
williamsjulia,samantha73,2021-02-09,19:09,True,False
kvazquez,raymondfernandez,2021-09-20,00:07,True,False
amanda21,janestrickland,2022-06-29,05:15,False,True
jamesperez,nmiller,2021-04-05,07:11,True,False
chamberscharles,matthew48,2022-10-19,21:19,True,False
jensenluis,edwardscheryl,2023-07-20,21:14,False,True
robertsonpamela,martinlonnie,2023-09-10,04:47,True,False
markbarton,inorris,2020-12-31,14:27,True,False
taylorharvey,hartmantiffany,2021-10-10,21:44,True,False
ewilson,josephgeorge,2022-11-15,15:38,True,False
matthewwilson,georgedorsey,2021-05-22,09:28,True,False
rayjennifer,riverspatrick,2023-11-09,12:57,False,True
penaricardo,parker36,2023-05-17,14:20,False,True
bmcclain,stephenmiller,2022-09-12,23:51,True,False
pjohnson,sarahshields,2023-10-16,15:09,False,True
bryantalan,jennifer18,2020-01-28,23:24,False,True
cwalker,hrodriguez,2021-05-02,02:19,True,False
zli,stevensimpson,2020-11-18,16:14,True,False
danderson,sarahlarsen,2022-09-04,06:29,False,True
zbradshaw,kennethfriedman,2020-04-04,18:13,False,True
salinasapril,brian77,2024-01-06,07:08,False,True
victorhood,wdickson,2021-11-10,19:28,True,False
nortoncheryl,tbryan,2021-03-23,22:42,True,False
victorhood,wmiller,2020-02-12,03:53,False,True
shawn71,xfuentes,2022-01-15,08:02,False,True
oconnorjulie,simsbrooke,2021-12-12,15:44,False,True
nicholasvelasquez,melanierobbins,2021-01-28,04:54,True,False
bellis,oliverscott,2022-05-11,23:22,False,True
douglascowan,hernandezmargaret,2021-08-29,04:47,False,True
amy69,andrea23,2022-11-30,18:36,True,False
hannakimberly,michael51,2021-11-22,04:38,False,True
fbooker,adamcrawford,2021-09-06,11:39,True,False
pcooper,francisco63,2022-10-07,22:48,False,True
margaretjohnson,allen27,2021-10-05,14:59,False,True
mcampbell,piercehector,2023-02-11,13:58,False,True
johnsongail,smithdavid,2022-10-27,23:00,False,True
cfrench,mitchell58,2021-11-26,14:11,False,True
katherine72,asmith,2023-01-01,06:07,False,True
vrodriguez,brandi74,2022-11-07,12:56,True,False
bensonrobert,chelseabennett,2020-07-25,07:09,True,False
pchase,melissabarr,2023-09-04,05:05,True,False
scarter,brianmacias,2021-06-22,18:23,False,True
michael93,kathryn39,2020-01-04,11:35,False,True
nicole11,andrea57,2023-03-22,14:11,True,False
nicholaswalker,gerald61,2021-10-25,01:27,True,False
christopher09,kdawson,2020-01-06,01:07,False,True
bryanbenson,joshuamoore,2022-06-26,13:55,False,True
nichole09,zpalmer,2021-07-26,16:37,False,True
dunnthomas,sethbrown,2022-11-24,05:42,True,False
allen68,danielgutierrez,2023-11-11,09:19,True,False
judithlang,rogerscindy,2024-04-06,20:40,False,True
gabrieladams,jessica71,2022-06-23,09:45,False,True
victorsmith,brittany26,2020-11-06,03:02,True,False
kellyscott,pduffy,2023-03-15,12:57,False,True
rfrazier,griffithpamela,2020-11-08,23:48,False,True
chris82,oprice,2021-07-21,15:32,True,False
marissa41,jacobfrank,2021-05-29,01:11,True,False
efuentes,ayerscynthia,2023-05-03,02:56,False,True
evasquez,derek80,2023-12-17,10:33,False,True
nmcdonald,hwarner,2021-10-17,01:05,True,False
tracythomas,richard79,2022-08-01,22:08,True,False
lisaroberson,bsalinas,2020-06-03,07:05,True,False
paulwang,lisalong,2022-10-18,14:05,True,False
parkermatthew,jennifer39,2023-03-11,10:21,False,True
tammywallace,daniel43,2020-12-12,12:54,True,False
rachel12,maldonadokelli,2023-06-19,00:41,True,False
joshuacortez,patriciaclark,2020-02-29,17:56,False,True
jackson89,ywilson,2020-02-03,15:29,False,True
perezchristina,pchase,2020-02-23,06:36,True,False
slin,williamfreeman,2023-09-03,12:10,False,True
vrobertson,tbryant,2022-11-15,09:52,False,True
karenshort,karen86,2022-04-01,16:51,True,False
gracesnyder,briannahowell,2023-02-27,15:48,True,False
cuevasrandy,jeffrey14,2020-11-11,10:34,False,True
rmartin,echandler,2020-03-19,09:59,True,False
brooksrichard,kaylalee,2020-03-12,22:20,True,False
mayshelby,yreed,2020-04-29,19:36,False,True
ponceamanda,mcintoshmatthew,2022-05-15,21:16,True,False
huntdiane,jennifer18,2023-11-23,23:42,True,False
mitchellsusan,jacksonlinda,2020-08-14,22:08,True,False
smartinez,joshuacortez,2023-06-25,04:54,False,True
hallbrandi,jacksonjacqueline,2020-07-06,21:37,False,True
sethhernandez,garnold,2021-06-16,19:37,False,True
hadams,tiffany09,2020-11-20,18:08,True,False
lholmes,bellis,2022-05-17,02:03,False,True
daniel02,fdaniels,2023-10-04,20:46,True,False
jacksonroger,robertjacobson,2020-03-09,01:34,True,False
smithjeffery,timothywilliams,2020-08-09,15:26,False,True
padams,lewisjoy,2022-06-13,15:26,True,False
hbrown,jerrymiller,2022-02-02,05:08,True,False
sthompson,evansheidi,2022-02-20,02:46,False,True
kmartin,bairdcameron,2020-06-01,17:27,False,True
romeroclinton,dfriedman,2020-12-28,09:56,False,True
carlos08,jonesmanuel,2020-07-04,04:35,True,False
jeffreyleach,qschneider,2024-03-28,03:18,True,False
leegary,deborah56,2020-11-30,09:05,False,True
ian90,johnlozano,2022-07-05,02:26,False,True
vanessa48,chandlerbrian,2022-10-12,02:51,False,True
boylejoel,rachelmitchell,2021-11-11,07:13,False,True
shenderson,vmarquez,2022-03-18,14:44,False,True
jesse08,qboyd,2024-04-04,09:43,False,True
wendyjohnson,xnelson,2021-04-11,09:12,False,True
lglass,charles99,2020-11-14,07:30,True,False
ann79,boyletodd,2024-02-09,05:59,False,True
william79,matthew51,2020-09-04,04:26,False,True
jonathanjohnson,rachel62,2020-07-14,14:40,False,True
onelson,brownmark,2021-09-12,15:37,False,True
whitejoshua,pgibson,2022-02-28,07:48,False,True
hhendrix,kathrynmartin,2021-02-15,05:33,False,True
sarah93,rubenhayes,2023-11-01,22:16,True,False
lindseysmith,pjennings,2023-04-24,22:45,False,True
ltaylor,stacy10,2022-03-30,21:02,True,False
cruzstephanie,kevingreene,2020-12-03,00:52,False,True
gabrieladams,grahamkellie,2023-05-15,15:41,True,False
mcdonaldchristopher,brewercheryl,2022-10-27,15:38,False,True
phoward,alexanderlopez,2022-01-01,03:57,False,True
ashley58,gutierrezchristopher,2023-12-11,17:27,False,True
johnreid,kimberly56,2024-04-14,10:04,False,True
fischermichael,awest,2021-08-06,05:11,True,False
andrewford,pclark,2022-11-17,02:32,False,True
ievans,wsalinas,2023-03-10,05:14,True,False
brianscott,barronpamela,2023-04-20,04:53,True,False
fmckinney,treilly,2022-10-23,15:33,True,False
tross,rortiz,2021-08-12,13:55,False,True
cstuart,samanthamartinez,2023-02-08,01:43,False,True
onealdavid,brandyvaldez,2023-10-19,19:12,True,False
marklozano,makayla21,2021-01-16,20:22,True,False
alexanderchristina,jenna20,2021-11-28,09:53,False,True
calderonkimberly,gregpatterson,2021-08-11,09:41,False,True
brennanrodney,amykhan,2022-07-30,18:39,True,False
crawfordpatrick,estradachristine,2021-12-13,18:46,False,True
bhenry,anthonyryan,2022-05-13,03:27,True,False
sarah58,jonathan14,2020-04-02,16:48,False,True
katelynmoore,atate,2020-02-05,17:34,True,False
gregory62,daltonlori,2020-07-03,09:55,True,False
brandi05,ysolis,2022-02-23,03:26,True,False
ramireztraci,bjarvis,2022-07-24,16:55,True,False
mollyanderson,timothymarquez,2021-10-22,20:08,True,False
staceymiller,carlhudson,2020-09-11,21:27,False,True
zroberson,pbartlett,2023-07-09,19:39,True,False
roblesmichelle,jessicabrock,2023-03-13,11:40,False,True
peckeric,sharonperkins,2020-05-24,09:07,False,True
kmay,darrell14,2020-02-02,05:18,False,True
josehart,bellelizabeth,2021-11-09,14:20,False,True
ocaldwell,bennetttyler,2023-11-02,14:33,True,False
mitchellmedina,staceymiller,2022-09-30,04:41,True,False
harmonamanda,francoemily,2021-06-08,08:43,True,False
elizabeth86,amber61,2023-05-31,20:36,False,True
uyang,bellchristina,2023-10-12,09:24,True,False
erika10,hughesnathan,2023-10-15,17:56,True,False
juansmith,kellyscott,2024-03-05,11:13,False,True
dleonard,stonewayne,2021-03-02,16:46,False,True
ohancock,ywheeler,2020-04-19,18:26,True,False
evanschristopher,howelljames,2020-01-11,10:42,True,False
melissa62,nicolehanson,2020-10-22,20:46,False,True
fstewart,reginald26,2021-04-28,19:59,False,True
troypearson,rgreer,2022-07-21,23:16,False,True
jordanbradley,ogibson,2023-04-17,13:29,False,True
williamsjulia,williamssteven,2021-03-21,21:18,False,True
erika52,wilsontyler,2023-02-06,05:08,True,False
alicia57,ian90,2022-09-10,17:39,True,False
deborahgomez,dennisoscar,2021-12-27,17:32,True,False
kennethburgess,joseph76,2022-07-05,01:17,False,True
cindy10,agonzales,2023-05-16,11:56,True,False
marycoffey,treilly,2023-01-16,01:55,True,False
williamsmichael,clarkjulia,2023-08-24,03:28,True,False
williamjensen,maciasnancy,2021-04-26,15:47,True,False
sophiahill,abigaildelgado,2021-03-18,16:56,False,True
byrdrebecca,fischergail,2023-09-24,21:01,False,True
joannelliott,robinsonangela,2023-07-23,16:09,True,False
ztucker,kmay,2022-04-06,10:45,False,True
kyle35,buchananjoseph,2021-10-04,18:09,False,True
richard14,jill99,2020-12-06,05:53,False,True
zacharyvillegas,katherinecarter,2020-03-16,06:06,True,False
ikoch,cvargas,2021-10-07,02:53,True,False
melanierobbins,ehughes,2022-04-27,01:59,False,True
leslie12,obaker,2023-10-08,12:15,True,False
gutierreznicholas,charlesmiller,2023-09-18,05:12,False,True
seth72,michael13,2023-11-29,20:40,False,True
tom10,reneecuevas,2023-08-30,21:13,False,True
kanelance,summerandrews,2023-02-19,21:11,False,True
nowens,johnhall,2020-08-19,12:11,True,False
matthewwilson,xfuentes,2023-10-10,12:47,False,True
eray,ehooper,2022-11-18,16:01,True,False
alyssablack,sandravargas,2022-05-13,21:55,True,False
opatterson,christina70,2022-05-08,06:40,False,True
mitchellsusan,mariecain,2022-11-14,00:03,False,True
deborah07,elittle,2021-03-07,00:45,True,False
danielbennett,cardenasregina,2020-07-27,06:19,False,True
bryan55,gbrock,2022-05-06,00:09,True,False
brownlinda,cookmary,2020-04-29,04:22,False,True
vthomas,cwalters,2022-08-09,06:21,True,False
rachel04,tracy32,2020-11-09,19:55,False,True
robertschristopher,charlesjackson,2023-06-15,16:26,True,False
williamsonjessica,samanthadawson,2021-01-01,23:21,False,True
gburton,yward,2022-12-04,18:08,True,False
bradleycallahan,jeannethompson,2022-09-17,04:33,False,True
jennifer98,lisamcdonald,2022-04-06,19:57,False,True
cfrench,brownkevin,2023-11-17,12:21,True,False
michelle12,lgarner,2022-02-08,12:40,True,False
mrhodes,nhampton,2022-08-05,11:55,True,False
nicole50,brandon19,2023-09-11,23:20,False,True
seandavis,rbarnes,2021-12-06,17:12,False,True
davidgonzalez,abrown,2024-02-29,10:28,False,True
waynecarter,patriciawalsh,2020-01-13,08:48,False,True
