UserTag,TweetId,TimeStamp,HasMedia,HasPoll,Mentions
williamsaaron,GDXeI,2023-02-08,False,True,"curtis56,mendozatiffany,jennifer96"
josephclark,ZOzhH,2021-11-04,True,True,"jared50,richard32,mark01"
shelby47,EGiMMqsPT,2022-02-01,True,False,"ymoore,abigailhunt,davidsonangela"
jessicathomas,XpxSxmGNNI,2022-01-04,True,False,"dabbott,jacquelinemoore,regina34"
amy64,aabwDBo,2021-05-04,True,False,"allengina,kkent,smithjoshua"
trodriguez,xApp,2022-05-30,True,True,"robert07,autumn15,martinezrobert"
vanessadickerson,mmYbYgtR,2020-12-05,True,True,"cjohnson,josephhicks,ucooper"
brittany19,tvfTPZw,2023-02-08,True,True,"amandagreen,uford,owensgregory"
hectorthompson,mYUo,2023-09-28,False,False,"pamela62,alittle,cartergregory"
robertcalderon,Vzu,2020-07-22,False,False,"jill57,kristenmanning,elizabethrichardson"
reyesdavid,joPpc,2022-08-08,False,False,"kelseyramirez,hectorthompson,samuel95"
peter86,IuwEvCRq,2021-05-09,True,True,"ballanne,srichardson,vgray"
huberwhitney,BwXHEAHckc,2022-11-19,False,False,"elizabeth55,ncarpenter,deanrichard"
patelanthony,eDsQ,2020-01-20,True,False,"debbieroberts,james17,amurray"
krystal22,EjGz,2021-10-08,False,True,"hallbruce,dennismatthew,karenboyle"
davispaula,EdGBhTz,2023-11-09,False,True,"dean31,charles14,jasonnoble"
hunterstone,MGIhedaYrP,2023-09-06,True,True,"cgoodwin,stephencollins,annettelove"
rsmith,MBcHclT,2022-03-12,False,True,"millerraymond,kklein,brooke36"
badams,sJ,2020-01-23,False,True,"rioslori,pbowers,ericwheeler"
ugriffin,ICIkbAizGF,2023-09-11,False,False,"andrew25,pamelaryan,ianbaker"
gallen,NbAyK,2022-06-20,False,True,"trevorthomas,jenna54,robyn00"
jamesmata,YyO,2020-08-14,True,False,"fgraham,edward89,ywilson"
weavermarie,HyihKMWH,2020-03-07,False,False,"kaylaphelps,kellerandrea,johnsonmichael"
paullucas,EYaQBJ,2022-04-28,False,True,"calhounryan,jonesmarissa,rosedanielle"
chapmanann,Mbw,2024-03-13,False,True,"vsolis,erik68,elizabethphelps"
angelabaker,OYdH,2020-09-12,True,False,"perrymark,david41,bjordan"
jessicacox,UbCaBa,2022-01-09,False,False,"qlewis,shane77,allengina"
barbara57,NHkquDGgY,2023-01-02,True,False,"wrightwilliam,cunninghamkendra,mariahardy"
vrodriguez,yb,2023-04-22,True,False,"xhahn,dustin85,twilliams"
christinayoung,FPTU,2023-04-27,False,True,"conniebrown,millerraymond,lisa45"
jared50,tNS,2023-12-03,False,False,"barbara94,katrina81,jfisher"
tracy47,DKxX,2023-05-05,True,True,"wbolton,turnerjoshua,westdonna"
vanessagreen,olMAUrgXv,2020-11-22,False,False,"brian95,rcollier,jeremyrobinson"
codygiles,nroVJGM,2022-06-29,False,True,"jgreen,markdavis,landerson"
ncarpenter,zch,2021-10-27,True,True,"daniel63,conniebrown,deannaobrien"
yhammond,VoaVseu,2021-08-23,True,False,"frederickvelez,tanyahicks,ethan42"
jamie54,iTHyJJgQvr,2024-02-29,False,False,"henry86,guzmantyler,barbara94"
jmartin,dxe,2024-01-20,False,True,"ufreeman,mckaycatherine,jmueller"
feliciajames,FKXTUlPvF,2020-07-19,False,True,"ybutler,powellbrian,felicia46"
vfarmer,hou,2021-09-06,False,False,"leah16,jjones,marymoore"
moodygabriela,TQdD,2023-03-14,True,False,"wperkins,hbailey,cwhite"
williamsnicole,zN,2021-09-05,False,False,"matthew16,paulwalsh,jason20"
bwoods,XzwLhjLa,2022-04-21,True,False,"emilymiller,sanchezjessica,ryan28"
robert49,qlXVTD,2020-05-26,False,False,"kyleroy,tjuarez,yhenderson"
edwin09,qaeGqCj,2020-02-14,True,True,"tammyromero,parkeramanda,philip94"
tylerhart,gWqkWfVOSl,2023-12-18,True,True,"stevensonautumn,christopherserrano,michaelaanderson"
pbates,QyfQFcL,2023-06-09,True,True,"phelpsangela,lisacooper,halljorge"
gjenkins,TL,2022-09-15,True,False,"farrelldavid,onewton,kblake"
doughertytracey,RhHh,2020-02-09,True,False,"kenneth35,clinton19,prestonshannon"
stephanie42,vwQVc,2021-09-22,False,False,"brian80,gjohnson,joseph66"
wvaughn,QgjopE,2021-05-31,False,False,"kriley,cbaker,clewis"
christopherschneider,UZSmtgQ,2022-11-18,True,True,"randallmorales,samantha11,brittany97"
debbie33,lRCddK,2023-08-20,True,False,"debra90,wpotts,leonard22"
adamsholly,ejaOCyM,2021-07-24,True,True,"michaela76,josephhicks,waynegonzalez"
bflores,OsX,2024-01-13,False,True,"jerrydonaldson,roberto73,stonegregory"
robinsonapril,ENUpqewtjC,2023-07-05,True,False,"jessicathomas,johnsonsarah,hallbruce"
nicole52,Op,2021-12-15,False,False,"amandagonzales,ambergibson,michaelknox"
mariastokes,UoKWzhR,2020-04-02,True,False,"jennifer03,tochoa,qbailey"
julielevy,PWwBlpAKn,2022-09-12,False,True,"adamsholly,bdavis,freysamuel"
sierrasanders,YSUkDWzrRg,2024-02-04,True,False,"sherry47,fitzpatricknicole,watsonbonnie"
marywilliams,kFZkanI,2023-11-29,True,True,"perezelizabeth,bgonzalez,esalazar"
priceapril,CsFsul,2023-05-02,True,False,"timothybaker,wesley19,emurphy"
fmack,HYEUjr,2022-11-02,True,False,"ahuang,bgonzalez,patriciajackson"
mckinneylonnie,QmzonqUJz,2020-10-13,False,True,"rileyomar,james48,amy56"
brownlisa,Ox,2022-01-02,True,False,"rebekahzimmerman,otaylor,erikawilliams"
cameron31,nKfOSi,2021-10-27,False,True,"meganmcdonald,jennifer08,allengina"
phyllisvalentine,uuY,2023-03-03,False,False,"cassandra26,jacksonchristopher,hweber"
ugonzales,LbrQ,2023-05-05,False,True,"villarrealbrenda,john06,millerrachael"
andrew25,sgIoL,2022-12-29,False,True,"njohnson,dustinsullivan,parkkathryn"
jennifergreen,BsaRl,2023-04-21,True,True,"jamie15,vernon75,carlsonnathan"
briansanchez,CICWBSFBTS,2022-10-04,True,False,"sharonaustin,baldwindamon,michaelsherman"
alyssa39,vcBqlZhrO,2020-02-19,True,True,"msimpson,stewartemily,lance54"
brent75,yOZS,2022-03-05,True,False,"davidnguyen,andreawalker,jhenry"
sabrina89,WcuKhLc,2020-04-24,False,True,"murraykenneth,pamelaunderwood,markgaines"
lance54,gOE,2021-12-13,True,True,"susan40,paul82,perezjoshua"
pricebrandon,DRrUGA,2022-04-14,True,True,"lovejoshua,makaylaayers,amiller"
thomas34,iJzY,2021-11-24,False,True,"cory28,jesuspetersen,dean21"
tracey86,jw,2021-10-04,True,False,"darleneball,duartepatricia,james54"
singletonjennifer,uYRrtw,2021-05-03,True,False,"pattersonjuan,pbailey,santiagojason"
williamsjames,tMfiOJhelh,2021-04-01,False,False,"robertclark,dchan,dshepherd"
huberwhitney,ijXxfwRzkM,2022-09-23,False,False,"banksjaclyn,garrett03,shaundiaz"
haroldchapman,lKoExCaT,2021-05-01,True,False,"jweeks,riveradawn,taylormichael"
stephanie33,oUUyir,2023-07-06,True,False,"matthew29,garciajessica,brendavelez"
johnherrera,stI,2022-10-18,False,False,"keithterrell,reynoldsmargaret,cassandra40"
reynoldsmargaret,tOfPkl,2022-07-24,False,False,"ryan34,wattschristopher,mccartymark"
qwalton,cxM,2021-04-10,True,True,"james69,simmonsaaron,stacy62"
vmclaughlin,ntqPJfLV,2023-06-14,False,False,"suttoneric,flarsen,salasjeffrey"
hintontyler,YcqK,2021-10-22,False,True,"wesley19,humphreyrobert,sarah32"
shane85,Pc,2023-05-19,True,True,"scottwilson,ramseymichael,crawfordethan"
xgarza,ldNcvUWmr,2021-08-04,False,True,"burkechristopher,jacobkelly,david33"
christine76,WWaxjHBubE,2020-04-03,False,False,"williemason,anthony93,fullerjennifer"
anthonymiller,adBKHxljPa,2020-02-17,True,False,"jonesjoel,riveradawn,timothy04"
ecunningham,NSFYM,2020-03-30,True,False,"brandon03,laura90,webbstacey"
emily62,Sh,2023-01-05,False,False,"emilyknox,cynthiaramirez,washingtonmark"
vking,letcOG,2021-01-02,True,False,"osantiago,vmartin,davidflores"
bjordan,QhvP,2021-06-08,False,True,"brownmatthew,hansenjessica,smithstephanie"
beth00,YR,2021-07-28,False,False,"fgray,vwheeler,dwaller"
deborahrussell,ItyWyHTQcL,2020-04-22,False,False,"melissa58,david75,shannon23"
wattschristopher,HPgCsU,2023-01-07,True,True,"holly06,jacoboliver,christopherwilliams"
hayesemily,taTSJxHAVx,2020-10-25,False,False,"henry10,bradyjose,nmitchell"
calvin62,ecUqgDcN,2021-05-17,True,False,"dpowell,williamschristina,lopezryan"
monicabailey,tB,2022-08-09,True,False,"leonardstacy,davidramsey,joelwalker"
smurphy,xBpD,2021-10-06,True,False,"christophermorris,josefleming,jill65"
mendozatiffany,LCCx,2023-04-12,True,False,"jenkinschristopher,phyllisvalentine,hbailey"
jeffrey32,SdvZp,2020-01-03,False,True,"john81,davidrivera,holmeschase"
nunezmichael,ARkLLrwgCI,2022-04-07,True,False,"debra88,lyonsmary,jonathan88"
philipburch,Hpps,2022-08-05,False,False,"bookerchristine,stonecorey,wendy07"
chavezmelissa,BansjjFFR,2022-06-26,True,False,"richard72,maykelli,qramirez"
weaverwhitney,jCQLcVchJ,2021-12-23,False,False,"derekgonzalez,hunttonya,jade60"
landrykathleen,VxOVOHJL,2020-12-15,False,False,"johnsonian,williemason,kayla41"
annmartinez,YEJbtK,2023-03-21,True,False,"westdillon,leonvincent,thomassmith"
stevenjackson,ElGdx,2021-05-12,True,False,"lewistammy,sampsonmaria,ucooper"
brownjames,LVUBujg,2021-01-25,False,False,"john73,stacy32,jeffrey17"
isabel36,aoFHA,2020-03-13,True,True,"mcknightlindsay,bbell,billy57"
christensenjohn,RWGvo,2023-10-31,True,False,"amcgrath,kevinhill,hbeck"
justinjohnson,HR,2021-04-02,False,True,"adam56,hstone,dennisrobinson"
wayneklein,rfQi,2024-03-04,False,True,"yleonard,fsheppard,mossjames"
regina90,KDrXST,2020-08-10,True,True,"bparker,psexton,brittany81"
michaelwilliams,qlZgb,2023-04-13,True,True,"castroaaron,cgibson,efisher"
rodriguezjames,ydIhjlerSq,2021-05-05,False,True,"jenniferscott,nhartman,murphyjohn"
weavergregory,pzDtWOc,2020-11-12,False,False,"debbie33,davidflores,umyers"
rcollier,PyzoNykVg,2021-09-28,True,True,"cgalvan,johnschroeder,alexandra16"
jamessanchez,XXQECVe,2021-10-22,False,False,"marioyoung,juanherrera,millershirley"
steven89,uFzxQlOB,2022-10-09,False,True,"longcheryl,andre00,ilarsen"
fdavis,XfGUiqXptR,2022-07-29,True,False,"johnsonkenneth,garynorris,brownjuan"
alarsen,ISg,2023-08-20,True,True,"bridgetatkinson,tarahobbs,howelljanet"
stephaniegarcia,wrFZj,2022-04-30,True,False,"karen89,johnsonbenjamin,quinntheodore"
michaelhenry,ztxSAxTZd,2023-01-25,True,False,"emma66,qtran,egallagher"
williamgarcia,boppkELbTB,2023-03-22,False,False,"shelby47,warrenalexander,hhall"
michelle74,ubUoOoYSA,2023-08-08,False,False,"stevenmedina,raymondburns,debradiaz"
nesparza,afBqrTj,2020-06-18,True,False,"gcastillo,brewermichael,johnpatterson"
koconnor,qaUOZ,2022-01-01,False,False,"lopezkristy,ohubbard,terri11"
iparsons,uvdMQpo,2021-04-06,True,True,"xhoward,catherinenguyen,nicolas12"
amy42,BbTtJ,2021-08-31,True,False,"jamesserrano,olevine,zhall"
nnichols,ug,2023-01-27,True,True,"mayaustin,barrerasharon,carrollscott"
ralph60,HedyPdRw,2021-02-06,False,True,"uwall,thomassmith,hmartin"
hansenjessica,LJMJLICplc,2020-07-30,True,False,"dchan,donnaespinoza,leah16"
brendajimenez,EgTPdkMMb,2022-09-17,True,False,"geraldrodriguez,xmullins,clinton77"
gregory68,yhws,2022-09-30,True,True,"xpatrick,veronicahoffman,michaelross"
shannon09,WTKfm,2021-05-20,False,False,"brendavelez,lopezkeith,jellis"
awaller,LklrZszdc,2023-02-13,False,True,"gabrielledavenport,scottmiddleton,stacyrichardson"
vmcfarland,xs,2024-04-01,False,True,"cynthiastanley,petersentina,awaller"
rhess,YWd,2021-02-20,False,False,"rvasquez,brandtnicole,christina02"
derek28,GHPmacp,2022-09-09,False,False,"ellenrobertson,lauren21,jacob99"
levans,mIOKnPRMK,2022-05-26,False,False,"otucker,kyledavis,debbieroberts"
kennethwilliams,kekLnDFJsb,2021-08-09,False,False,"hintontyler,mathewsronald,joe91"
keithscott,mWnIesZX,2023-09-24,True,True,"kevin15,thompsondavid,jeffrey16"
meyerssamantha,HjWOpxUT,2022-05-28,True,True,"matthewsanne,kyledavis,davidsonmichelle"
ysimon,MBnwRIDP,2020-01-11,False,True,"chelseacarlson,melindalewis,brucejeffrey"
carlosstark,VrMqd,2022-04-09,False,False,"wangshawn,nathanielmcdonald,davischristy"
jacobmcdaniel,sfAmnpcbH,2022-05-09,False,True,"johntaylor,conniebush,dclark"
lewischristopher,XQOAEIn,2022-08-04,False,True,"hinestyler,alison46,jwalker"
eric27,aIGBDaAZS,2022-01-03,False,False,"uwatson,qcollins,tara86"
robertclark,rWtvTFKKH,2023-11-30,False,True,"robertobrien,jacqueline64,blakeedwards"
harriskathleen,dZlm,2023-08-07,True,True,"frances12,stokesjesse,mwhite"
xbaker,XvwHW,2020-11-19,True,False,"hallkenneth,sarah32,mathewsronald"
xshaffer,NVTI,2023-05-12,True,False,"james69,garynorris,jenniferhart"
stephanie36,pN,2023-05-21,False,True,"john86,mooremaria,raymondburns"
keithrobertson,TauStxuJuE,2022-10-09,True,True,"sryan,rvasquez,fstark"
jasonhayden,DQvMQB,2022-05-16,True,True,"kathryn91,rayalyssa,john74"
cynthiaanderson,vaSUfYu,2020-07-22,True,True,"larryjones,jenniferlogan,mariahardy"
deannaedwards,Bz,2023-04-27,True,False,"shelby29,nathanielperry,josephnewman"
nathansanchez,EWffDx,2021-05-29,False,False,"zacharysmith,michaeltaylor,osanders"
hhouston,aOFZ,2021-08-25,False,True,"rwhitney,bbell,davidrivera"
ejackson,WVwiF,2023-10-15,True,True,"melanie25,wendy07,lopezmary"
scottjames,VZKjKf,2022-04-08,False,True,"brennanmichael,amy64,rebecca63"
zgriffin,QYxHSgdYjs,2023-10-08,True,True,"ehorton,wyatt40,jonathan25"
lindseyharrington,fScyuLD,2020-01-03,False,True,"donna81,rwillis,ericmarshall"
paulwilliams,xjNwLxpD,2023-11-04,False,False,"webbsamuel,alexandercarolyn,foxpatrick"
virginiaabbott,IjqtU,2021-05-02,False,False,"waltercampbell,parkvincent,markdavis"
shaundiaz,GyRrzHaI,2020-06-15,False,False,"ianderson,cbrown,jmiller"
anthony71,hfbTgJp,2020-07-09,True,False,"adamsholly,padillamichael,frazierjessica"
tiffanystrong,cSHG,2021-02-22,False,True,"callahannathan,ruiztammy,tammy67"
smithjason,hjXUGtkU,2021-02-26,True,True,"sophia27,jenna25,michaelchapman"
brownjames,lrLgWMfqQ,2020-08-25,True,True,"omiller,charleshall,sarahcase"
felicia10,MsKEeGKcy,2020-04-09,True,False,"ljohnson,christopherlane,gloverdanielle"
anthony93,mia,2021-10-15,True,True,"glenn05,kaylaphelps,ibarrajustin"
cynthiaanderson,bOmQ,2024-02-21,True,False,"allengina,jonathan66,michaelcarney"
lewismichael,Jwa,2024-03-06,False,False,"wrightchristina,dianapope,samanthaklein"
savannahenglish,UZxPxZf,2023-11-19,False,True,"rodriguezjennifer,ellisonrhonda,clinton77"
kelseystokes,ZbaLfGO,2020-03-23,True,False,"brettweber,stevenschristopher,andersenbarbara"
wendy71,tzTVQyOptX,2023-01-03,True,True,"logancarrie,collinsalexander,salasaustin"
prodriguez,syRWhPyKWQ,2021-02-28,False,True,"brianwolf,ghorn,shane85"
yleonard,NSaBVzUDmz,2023-10-22,False,True,"juan08,rgonzalez,mariocooley"
amorgan,uSETa,2021-12-26,False,True,"ginahernandez,sanchezjessica,adamstaylor"
mcarter,GoKpNLIxyr,2021-01-06,True,True,"kjohnson,sherigood,joann01"
derek28,Yg,2024-04-09,True,True,"johnrobinson,dana36,jeffrey14"
ballanne,EmbiUQ,2022-08-20,False,False,"longscott,daniel85,ericmiller"
michaelrogers,ilvuf,2023-10-03,True,True,"sking,careyalexandra,geoffreytorres"
kellywong,pd,2021-08-06,False,True,"julie69,wanda53,kirkevans"
warrenalexander,xE,2020-01-13,False,True,"kathleen12,osanchez,jason12"
traceyschultz,XOCHyKaNX,2020-03-06,False,True,"keithrobertson,aprilayers,larryjones"
isosa,tBeyQZFK,2020-11-12,True,False,"samuelhuang,saramarquez,cummingskelly"
aguilarhailey,zzArnqUXT,2020-01-16,False,True,"edward98,heatherwilson,russelllee"
brichardson,iWiPR,2023-07-02,False,True,"dennisdiana,chaseburns,harrellkeith"
billgardner,TEqZQ,2020-04-12,False,False,"barnesdamon,carrie46,harriselizabeth"
mathewsronald,PcxBToVlH,2024-02-23,True,True,"deborah18,uobrien,gabriellanorman"
heathersalazar,ktLAK,2020-11-16,True,True,"yweaver,gavin76,pamela41"
cory81,fxZOpRb,2023-01-02,True,False,"phyllis91,catherinenguyen,zthompson"
kingjacob,eQ,2024-04-12,False,False,"jonesdaniel,jenkinschristopher,mosscheryl"
lawsonhector,sF,2020-08-13,False,True,"awarren,aharris,nhartman"
ihardy,WnrIQUF,2023-03-13,True,True,"patricia02,vholland,michael83"
samanthaklein,sowfk,2023-02-26,True,True,"snyderjoel,danny79,iclark"
amandarice,CNBZhaey,2022-05-09,True,True,"sharrington,danieljones,blackmichael"
levi61,xXk,2021-08-10,False,False,"ufreeman,brandi44,fbest"
ashleyhooper,nWHyKWLTqn,2022-06-29,False,False,"danabuchanan,hannah52,tyleranna"
drobinson,LSBRLyKze,2022-07-04,True,False,"thompsonjames,alexandriasmith,frogers"
kristi67,NRR,2023-05-19,False,False,"andrewcastro,kevin15,rebecca63"
obrady,sCrceqY,2020-05-10,True,False,"jbates,ericwilliams,ashleyedwards"
jeffreydavis,GS,2023-05-21,False,True,"xgonzalez,natashaodom,jessicarichards"
nbrowning,qSuiwv,2021-12-26,True,True,"christopherlevine,lisa99,nnichols"
waltonbrandy,bWqqJtQvk,2022-08-05,False,False,"charles14,townsenderin,deanna65"
hintontyler,OIl,2021-12-01,False,True,"emily70,dthomas,andersonnicholas"
brownjorge,BNHIomFHV,2023-04-09,False,False,"rhondakennedy,williambrandt,amay"
ocarrillo,ZvBrsv,2023-05-26,True,False,"kendramora,lewistammy,higginsmartin"
guerraalexander,tkBLCtn,2023-11-22,False,False,"christopherlee,kimberly80,lance99"
qray,kpv,2024-01-09,True,False,"kristen52,johnsonpatricia,sandrade"
aaroncoleman,rYglwGeex,2021-08-12,False,True,"brad87,eric78,smiththomas"
lisa17,LYjw,2020-09-25,True,True,"iporter,charvey,swhite"
campbelldillon,XKbl,2022-09-20,False,False,"gonzaleskrystal,lwheeler,kristenferguson"
johnsonbrian,vReWamKFdc,2022-12-30,False,False,"sarahgardner,lori87,mariaevans"
christina02,UpV,2024-03-10,False,True,"frankgreen,christopher65,fullercarlos"
amber13,Gi,2023-03-15,False,False,"barbara94,davidlin,zryan"
nathan74,SFCDvUwuc,2022-06-14,True,True,"okelly,coxkenneth,alarsen"
ssmith,DjGdCzCO,2021-07-01,False,True,"christopherlee,woodsjustin,amy72"
jeffreybowen,qFqFGLKs,2022-09-19,True,False,"phillipseric,mwalters,kcochran"
fisherantonio,hw,2023-04-04,False,False,"michaelerickson,yingram,gregorywayne"
gmiller,FxwmsC,2023-01-03,True,False,"reynoldsjoshua,heathermclean,schultzdennis"
abautista,CogWF,2022-06-12,False,True,"pwaters,asteele,acox"
wpatterson,TlF,2022-09-03,True,True,"lpotts,alex15,dwalker"
millerpamela,bOBMbOhuVk,2020-02-09,True,False,"smithoscar,david49,kendra41"
jesus64,ERRsBeE,2022-11-11,True,True,"ramseydakota,mmiller,cassandra40"
tracidavis,mgq,2021-11-19,False,True,"zimmermanjason,lewisandrew,katherinekelley"
jessicalopez,mFdrYuz,2023-10-07,True,False,"dalvarez,michaela76,snyderjoel"
ethompson,BrCqK,2022-06-11,True,False,"gallowayjames,alyssablack,efisher"
william21,trUVKX,2023-12-31,True,True,"longkim,darren39,marybell"
brandon87,QYurmJ,2022-12-20,False,False,"jacobssarah,taylordavid,vanessasloan"
cblanchard,ZZdnwmN,2022-01-22,True,True,"ibarrajustin,justinjohnson,john74"
donovansteven,mrSLY,2022-03-01,False,True,"emaxwell,jennifer71,harrisontina"
qgonzalez,QkrmktvNn,2021-04-22,False,True,"emily13,stephanie39,carmen14"
annette07,CHGRdQ,2024-01-23,False,False,"danieljones,kstevens,rmcclure"
ctorres,rvbwgVY,2020-06-03,True,False,"jaguilar,edward89,osmith"
sandrawilliams,rQ,2020-11-13,False,True,"pwilliams,cortezanthony,alexandria17"
susanwashington,ollBoSbn,2020-12-22,False,False,"michaelrichards,kristenpotter,fosterhaley"
keithgarcia,cUXhhSX,2023-10-16,True,True,"mariayoung,henry10,tbush"
barrerasharon,xQUwjPyRFL,2021-04-09,True,True,"christophercampbell,vcox,moodygabriela"
watsoncaleb,hWzT,2023-03-01,True,True,"bergmark,emily53,tonykim"
meganbrown,uAK,2021-12-27,True,False,"speters,greenelindsay,josephclark"
levi61,XXMeGciUvx,2021-11-11,True,True,"jacquelinemoore,jane58,vholland"
murphyjohn,lHOeKQR,2024-03-28,False,False,"micheleblevins,woodjeffrey,sandra10"
aholden,QFWWivh,2020-03-20,False,True,"zoe98,james63,heathersalazar"
jamesserrano,JedcHvgWWw,2022-02-27,True,True,"ktran,csmith,stephanie33"
kathleen84,qWL,2022-10-30,True,True,"steven60,andersonnicholas,simmonsryan"
dpatel,OVlQnbFHx,2022-10-08,False,False,"sherrybarnes,walshamber,colleenwebb"
bradleyowens,hWlj,2023-11-07,False,True,"irodriguez,carlosstark,jaguilar"
murphyalan,adIBX,2020-09-27,True,True,"perezsandra,sarahgamble,hernandezjeremy"
brios,nfyanuDM,2022-08-02,False,True,"dennis58,debrapatterson,davidellis"
flarsen,KMoYToRi,2021-11-15,False,True,"joseph40,chrisbrown,lisa79"
okelly,AdOLVQ,2023-12-31,True,False,"megananderson,obranch,pkelly"
hollandmiranda,KBMnaoe,2023-03-04,True,False,"kingwilliam,mwalters,quinnjames"
james11,Kfkl,2020-07-31,False,False,"mary94,ashley69,christinayoung"
jade60,yED,2022-10-01,True,True,"jonesmarissa,danielle28,lindseywalker"
monica46,MhULyTS,2020-06-29,False,False,"santiagojason,jessica15,jonathangonzalez"
charlesmurray,bWJs,2023-03-30,True,True,"crystalhughes,schwartzheather,tylercathy"
ingramangela,kUCUeHAk,2021-07-07,True,True,"nwright,knightleslie,cowanbrittany"
pearsonalicia,gITu,2020-10-08,True,True,"ublake,dwaller,smiththomas"
ryan70,uOj,2021-03-27,True,False,"mmurphy,myersbrian,ocalhoun"
gfoster,KAlDzfoQc,2020-09-25,True,False,"adrian12,monicahess,amorgan"
matthew06,qXR,2020-04-18,False,True,"stephanieoconnor,xroberts,luke46"
courtney85,qNcxVuNi,2021-08-11,False,False,"scottshaw,drew09,hford"
browndavid,rAN,2021-11-02,True,False,"blankenshipalex,smoreno,rebekahzimmerman"
christopher40,yw,2023-11-03,True,True,"annette95,catherinewilliams,williecampbell"
ronaldhayden,OjvO,2020-06-03,False,True,"matthewtaylor,wandadiaz,joanne12"
lsimmons,yLsrIg,2022-01-31,False,True,"joseph11,kathleen12,amandahernandez"
masseyheather,EIWNwvDWmG,2021-12-16,False,False,"carlosortega,diane76,wendy07"
amy56,qbuCGYi,2024-02-02,True,False,"uberg,anthonyclark,mcclurehenry"
myerskimberly,DULfk,2020-02-26,True,True,"andrew22,shannonevans,carrollscott"
adrienneblackburn,WspGARr,2021-03-15,False,False,"jocelyn75,micheleblevins,gina57"
ugross,vbktDHw,2020-04-03,False,False,"alyssa62,richardjackson,harrisregina"
shawn69,ZOc,2022-02-26,True,True,"scottshaw,johnmccullough,sarnold"
qscott,CzlKzv,2020-04-28,True,True,"margaret16,morrisscott,traceybass"
karenboyle,osatIFL,2022-04-24,True,True,"kathleen12,leeclements,ssteele"
collinsashley,OJuGrBM,2021-10-09,False,True,"vanessasloan,gskinner,wrightwilliam"
dustin85,lnvTwcxfc,2020-02-28,False,True,"awagner,anthony71,andrew86"
robertcarroll,CdW,2023-08-27,False,False,"monica28,robert80,fullercarlos"
tiffany37,JS,2023-02-28,False,True,"brent75,joann01,wirwin"
gwells,jRUcLJWV,2023-02-11,False,True,"pthompson,jenniferknight,garrett18"
courtney41,wuHCwlrqGm,2023-06-27,False,False,"weaverwhitney,williamsbrittany,munozgrant"
chad61,CViJ,2024-03-12,False,False,"thompsonjennifer,david75,youngnicole"
dianefigueroa,DyqUJA,2022-07-04,False,False,"jasongeorge,shelbymelton,sara51"
jasongraham,Bejhx,2021-10-07,False,False,"kklein,normanamy,christopherwilson"
radams,gmFqGxV,2023-06-09,True,True,"jasongraham,deborahhorne,darrellfowler"
qdaniels,LOLtweTBu,2022-05-25,False,True,"justin70,michaelcastillo,bairdkelli"
brianstrickland,JPUy,2021-06-18,False,True,"juan08,frank91,josmith"
lmurphy,RA,2023-08-08,True,False,"xparsons,cooknicole,judithrivera"
ejackson,saUU,2020-12-24,False,True,"christopherlee,lauren12,noconnor"
craig81,fUyUBN,2021-08-24,True,True,"sanchezjustin,williamskatelyn,gregory68"
millerthomas,eid,2020-07-29,True,False,"xwilliams,devin01,rstewart"
gregoryjulie,BMVpGaB,2023-12-21,False,True,"joshua69,wpittman,andersonjacqueline"
donald18,IGGroHiINp,2021-03-21,False,True,"cheryl23,jillian52,dalvarez"
mariocooley,mWLd,2023-06-14,True,False,"keithfletcher,lauramitchell,rhonda70"
pamelabrown,YYkVDrV,2022-07-09,True,False,"rcox,daniel26,michael60"
robert80,uDdyVJvF,2021-08-02,True,True,"rachael49,brownmatthew,kennethwilliams"
ugriffin,suykyFTK,2022-01-12,False,True,"adamowens,matthew29,johnsonandre"
emily01,tmZLrSaljR,2021-01-23,True,True,"weberrobert,orodgers,spencer51"
kristinmiller,lGQhk,2021-01-11,True,False,"gregoryjones,washingtonmark,johnsonrobert"
wlucas,FvqlNAKgB,2020-03-09,True,True,"qturner,alicia61,brownjorge"
angela85,nJvEFLk,2020-07-18,True,True,"keithholder,cynthia63,martinezchristine"
mbenson,NP,2021-11-09,False,True,"david86,susanwilliams,theresa11"
carlospham,EXirbsAn,2020-07-08,True,True,"harmonjessica,andersonkenneth,berrybradley"
sarahholt,AVhRc,2020-10-26,False,True,"phillipssherry,katelynmcknight,danielle28"
parkjames,SSIDsSIEK,2023-09-01,True,True,"aharrington,bbarber,davismary"
randy52,qoapzmmxEU,2023-11-02,False,False,"trevor16,davidsonangela,smithkyle"
deborah18,JlVS,2024-01-15,True,True,"kimberly86,michelleholloway,austinreyes"
zoconnor,iuhMZ,2021-04-17,True,True,"ugonzales,blankenshipmichelle,angelica71"
uboyd,lhgbDUbD,2023-02-28,True,True,"jjones,wadedon,mclaughlinalexandria"
keithnicole,IK,2021-04-29,True,True,"gallowayjames,torreswilliam,njackson"
mcarter,zcfCiXb,2021-03-18,False,False,"hhouston,milleramy,seth39"
darrellanderson,uoK,2020-02-25,False,False,"trevorbennett,dfranco,nicoleking"
alexanderkimberly,RXdWDAaSYC,2021-06-09,True,False,"nicolesutton,ehawkins,crodriguez"
dean31,uDzY,2021-09-02,False,True,"deborahhorne,hollowayjoseph,sreed"
richard72,wrkLAERE,2021-08-08,True,True,"kelly85,andrewcaldwell,nrangel"
james48,CEkhP,2021-01-02,True,False,"humphreyrobert,melissajoseph,james70"
