UserTag,ChatId,Date,Hour,IsAdmin,MutedMentions
nicole50,haXrv,2022-07-05,13:51,False,True
sarahshields,vkuYz,2021-10-14,06:51,False,False
parksmary,TPZzZQ,2022-11-24,07:10,False,True
raymondhughes,gfAvIMIp,2022-12-01,01:23,False,True
angela15,FuuAuGPN,2022-06-20,22:20,False,False
campbelljennifer,VVY,2023-02-17,16:34,True,False
albertmckenzie,doaEKl,2020-08-21,14:22,True,True
jasonjennings,TW,2023-12-19,06:07,False,True
williamfreeman,EtJXqi,2024-02-25,14:11,False,False
amymorgan,zziIaK,2020-12-12,08:04,True,True
morganwhite,gaSBCrGWe,2021-08-15,12:37,True,False
jensenluis,WEeAdEQbbU,2024-03-12,13:59,False,False
cory79,nugSEa,2022-08-27,21:30,True,True
rhonda57,PbGMwHPNPo,2024-03-19,14:22,True,False
baldwingregory,bWLe,2020-11-15,17:48,False,False
thomasjacqueline,jEsP,2020-01-07,12:15,True,True
garretteric,MxMuGtxN,2022-04-18,04:39,False,True
ndavis,KqGJc,2023-03-08,14:13,False,True
gonzalesjody,WLkukl,2023-10-27,10:50,True,True
roseanthony,BJBLC,2022-09-25,00:12,True,False
jonathancarrillo,sfUWmI,2020-09-05,17:33,True,False
amytrevino,pLZGQ,2023-04-15,03:22,True,False
pwashington,hQlCvWSs,2020-10-02,10:25,True,True
ohancock,RFdFq,2023-05-03,11:20,False,True
pnorris,UEcwMKMs,2021-08-16,05:54,True,True
coxamy,oDYVNqSYj,2022-04-09,23:53,False,False
amandawilliams,AF,2021-10-07,09:28,False,True
alexander70,tFvPJoCjd,2022-05-13,18:31,False,False
ashleymartinez,XNjvcvg,2020-07-24,05:34,False,True
zperez,HOID,2023-06-03,08:42,True,False
kaufmandavid,tQqnjnsUNH,2020-06-22,12:38,False,True
dakotabailey,TfFxWg,2023-08-04,23:39,False,False
aandersen,RDbWPCDms,2022-03-02,18:08,False,True
dcollins,ttAJvUF,2021-01-24,10:41,False,True
garretteric,owzkZ,2021-05-12,02:55,True,True
calvin05,kEPcnx,2020-08-14,19:55,False,True
amandajohnson,MmhsA,2023-10-10,06:07,True,False
sueadams,BFhoOGqEV,2021-12-19,19:56,True,False
dylanscott,zTPiyJN,2023-05-30,08:25,False,True
robert26,ZRCYFdmNZc,2023-06-30,18:45,True,False
hannahriley,CGdcVzwYSY,2020-08-01,11:20,True,False
calhounpatricia,SSX,2020-06-01,13:37,True,False
jesus55,qybpO,2022-07-06,20:09,True,False
ksanders,cRPHmec,2022-09-06,21:59,False,True
potterrichard,zUPpPsgrtt,2021-06-23,14:38,False,True
helensantiago,rqU,2020-03-16,01:11,False,True
wroberts,JNm,2021-02-24,07:03,True,True
pagenicole,CEj,2023-12-16,23:40,False,False
kathryn39,xPWHjVx,2024-01-19,02:50,True,True
shelia06,imEpMtX,2023-09-24,01:29,True,False
schwartzjames,XGdhCYDF,2022-10-20,07:11,False,False
michellehouston,LPsX,2020-02-16,01:08,False,True
amy05,UwIyMArMEw,2021-03-14,19:42,True,False
tmayo,lvhT,2020-01-01,01:58,False,True
glennronald,vfVoMmg,2022-09-04,22:16,False,False
pamelajones,BUnjEwny,2021-08-05,15:16,True,True
gonzalezmiguel,rRatomvwm,2020-05-18,04:26,False,True
jonathon47,SbNCQTh,2024-04-08,18:53,True,False
hernandezsabrina,WtFdiGKAq,2022-03-05,15:22,False,True
yesenia12,MJXSjDwHNF,2021-08-31,04:29,False,False
christineglass,lIsmaiJ,2024-01-25,08:04,False,True
christinalarson,SrIcLMHXmA,2022-06-28,18:55,False,True
john06,xXthAfWnvS,2023-01-18,18:29,False,True
lisa40,nuLokYfHs,2023-07-28,00:43,True,False
wsimmons,JnGhvEGzIg,2023-03-13,17:13,False,True
rileycolton,frgYWORUy,2022-02-15,22:50,False,True
christopherarroyo,JBlTzaX,2020-03-17,07:14,False,True
iellison,BUnjEwny,2022-10-05,09:38,True,False
gaineszachary,pHti,2020-05-11,13:40,True,True
wilkinsonpatrick,kjGQELH,2023-11-14,09:06,False,False
vdoyle,vV,2020-08-17,20:33,True,False
nguzman,oGseoqrx,2022-07-24,04:26,True,True
wtran,JAwMVWESZr,2023-12-25,00:01,False,False
katelyn15,vqkvgaE,2020-12-31,20:45,True,True
huffemily,zC,2022-05-31,15:07,False,True
lopezchristian,XgrYvZCk,2020-05-11,02:03,False,True
rojasbrian,AsQtjgy,2022-08-14,19:26,False,True
rbarnes,DVGSKhzzH,2022-11-08,10:56,True,True
michaelwest,zqt,2020-03-04,18:31,True,True
ashleylloyd,uHnJiunBC,2022-10-09,18:26,True,True
juliegarza,zmFhm,2022-02-15,00:29,False,True
fharper,UzBZNJbpi,2022-07-05,07:19,True,False
mtucker,govMJReTb,2020-09-20,16:20,True,False
herrerabrian,XfODZBCmO,2021-08-13,00:02,False,False
david30,FYHkfGtmB,2020-10-27,21:45,False,True
mbond,udHD,2023-11-06,20:11,False,True
hodgeskimberly,IIkDNBbQn,2022-02-16,19:16,False,True
amanda11,BiH,2021-01-21,18:02,False,True
ssims,nodxrXrB,2021-08-08,15:18,True,True
mstewart,ugoLhb,2022-07-27,08:19,False,False
vsanchez,hEgdAqAZ,2021-02-27,11:24,False,True
owenssarah,AH,2023-03-30,21:37,False,False
rossashley,RyVdmnD,2022-08-07,07:45,False,True
keithmiller,BRCJLCIL,2023-12-15,18:06,True,False
christianwilson,CApaDgXGT,2020-05-24,15:38,False,False
robertjacobson,tiCkTWY,2023-12-28,22:22,True,True
lortiz,kqxlpjtG,2020-09-01,01:33,True,True
christopherarroyo,iuCgPJSLD,2022-01-03,07:38,True,True
amandalarson,SjY,2021-04-22,15:29,False,True
brent13,iHyvPdonu,2021-11-11,18:06,False,False
laura91,zqCskpqmJu,2023-03-08,10:34,False,False
brownjackson,CVEPLcuys,2020-12-26,08:43,True,True
jamesalyssa,ZNiBoxXTus,2022-08-09,16:30,True,True
vazquezjacob,ZeCXSni,2022-12-07,10:26,False,True
timothy11,nyAA,2022-01-20,07:44,False,True
rdavis,aPO,2020-04-16,07:10,True,False
cedwards,wAkTroK,2020-06-24,15:07,False,False
joshuaross,IMdspRj,2021-07-01,06:05,False,True
pattersoneric,HYEzMpY,2021-09-15,04:26,True,True
shenderson,yNbYzPWqfz,2021-08-20,11:32,False,True
renee67,EuNAJo,2022-10-30,02:54,False,True
ianbrown,tUDBiyM,2020-05-22,07:45,True,True
chenallison,RtuGNwUj,2020-11-11,06:11,False,True
miketorres,etxQmeAgZ,2021-02-27,23:04,True,False
theresamiller,Dh,2020-11-03,15:41,True,True
robert34,YuKoq,2021-08-18,13:11,True,False
bryan07,dYTpoONYru,2021-01-30,00:27,True,True
reynoldsjason,VeldO,2022-09-17,22:45,False,False
kristina44,GApQHrCgv,2020-05-30,02:09,True,False
umoody,xBzVeDEP,2023-11-05,20:53,True,True
chelsea88,bCtVpHEq,2020-10-08,12:02,False,True
ndavis,fPmU,2023-02-23,09:48,True,True
scarter,tdyCkpf,2023-12-29,10:40,True,True
raymondhughes,qfQngAsIZK,2022-02-28,10:06,False,False
gibsoncrystal,jlZxkXvKt,2022-05-27,16:10,True,True
debrabrewer,RpHF,2021-11-26,02:07,False,True
aboyer,tkPmvTm,2022-05-17,03:32,True,True
perezdavid,jIPeENDtT,2022-06-06,16:05,True,False
oalvarez,GmLjaCsyGU,2022-03-10,23:32,True,True
vegafelicia,aQroXfo,2023-03-18,04:01,False,False
donaldsonvickie,KhDaU,2020-09-25,02:17,True,True
andrea59,PBJuJQPjmu,2023-05-13,17:58,False,True
greenechristina,LaVfAwbPkA,2023-09-02,23:57,False,False
pblake,noRWumz,2022-12-07,16:13,True,False
christopher36,QjcQZ,2021-05-08,23:12,True,True
marcus24,JybtdHX,2022-10-07,03:56,False,False
michaelbryant,ccLVUqu,2020-08-11,17:47,True,True
pagevanessa,EgigNtzU,2021-05-15,07:43,False,True
ryanwilson,MenkVFMd,2023-03-13,14:21,False,True
julia11,SbCobLmD,2022-01-20,13:46,True,True
melissa62,rlbrzAQRA,2021-04-10,18:20,False,True
patricia70,zEQpYHk,2020-10-17,22:32,True,True
lmoody,xKFCV,2024-01-21,12:49,False,True
qnelson,CSu,2020-11-22,16:26,True,True
matthew02,HUy,2022-09-14,06:15,True,True
perezdavid,iFcmwBcFR,2021-08-05,14:02,False,False
joshuayu,skwukpzi,2023-05-15,13:37,False,True
madison15,SqJB,2022-03-23,22:59,False,True
denise52,fhPkwrGJoV,2020-07-20,02:50,True,True
kevinvilla,EcOfVmBPD,2023-11-10,15:45,False,True
rperry,ZNKaKAa,2020-05-23,18:45,False,True
maykatie,kcZcB,2023-10-08,22:24,False,True
joshua93,tGccA,2022-12-15,20:58,True,True
upeters,PN,2021-12-29,01:07,True,True
christopher53,EnMeuaXB,2020-05-26,02:17,True,True
stephanie84,RyQlyuN,2022-02-01,07:57,True,True
johnsonmary,NUEeXhmuIY,2021-09-08,04:34,True,False
susanwood,xvfGd,2023-09-24,06:18,True,False
fnichols,QSEnXyoi,2024-02-15,01:48,True,True
donnastone,YgSX,2021-10-04,06:41,False,True
joshua47,ieNCME,2022-10-10,17:08,False,False
mary00,qijCLVY,2023-01-07,18:46,False,True
bennettjacqueline,DVhLii,2021-02-20,17:06,False,False
coxkeith,tK,2022-12-23,18:25,False,False
andrewrubio,sJyBPPH,2022-04-04,08:28,True,False
carriehansen,WG,2020-09-01,15:12,False,True
bryanbenson,cEINGvgpv,2020-04-21,19:13,True,False
mary11,Sqq,2021-07-02,04:17,False,False
george71,RVjjRNAu,2021-11-30,08:10,False,True
oreyes,bztx,2020-04-06,10:09,True,False
benjaminhicks,ZSwsWCnW,2022-06-23,12:12,True,True
seanporter,RwEYMxGD,2023-04-26,17:52,False,False
amyreed,ektUSAsP,2023-04-02,22:43,False,False
robert84,nrs,2020-07-31,12:11,False,False
jjohnson,ccy,2023-10-06,08:28,False,False
pjacobs,nJCOrWVr,2022-03-12,07:52,True,True
alexisbyrd,HUWpyBa,2023-09-15,07:48,False,False
owentaylor,YqQ,2023-11-15,19:21,False,True
josephgeorge,zZszFZfa,2021-12-26,19:06,True,True
cody36,aCEAvPMuwJ,2021-12-24,15:42,False,True
williamsonsavannah,cgM,2021-08-25,12:38,True,True
stephen16,WgANlRH,2020-11-09,16:54,True,False
latasha03,qOsasfB,2021-04-13,17:48,False,False
brandi05,Bvd,2022-12-02,00:20,True,True
brandon29,DBR,2023-11-15,19:24,True,False
watersangela,wPXVdz,2020-11-06,12:13,True,False
oreyes,ZUKd,2022-10-01,00:17,True,True
scole,zEQpYHk,2022-03-29,09:51,True,True
stevenmorrison,zqcQyPIhR,2022-10-07,09:52,False,False
sophia48,pefX,2022-07-05,02:50,True,False
andrea57,KSmFTcxw,2021-10-10,04:53,True,True
galvantimothy,PhWsm,2023-09-25,14:48,False,True
stevensimpson,fDJvDCZA,2021-06-11,22:51,False,True
urivera,jjybwtp,2023-01-17,03:07,False,True
james22,JmaJcqu,2023-02-05,13:59,True,False
grossapril,QTInTbAx,2020-01-04,22:28,False,True
webbbryan,YqQ,2021-11-18,20:05,False,True
fuentescole,Zifz,2020-06-18,17:14,False,False
richardcunningham,osvpkyJ,2022-09-21,02:37,False,True
meganharrell,Sxfgsg,2024-02-26,02:47,False,True
oward,ig,2022-01-24,04:05,False,False
howelljessica,lyvnQpj,2024-04-01,14:18,False,True
patrick72,gTCEQGqPci,2021-04-30,04:27,True,True
turnerjeffrey,pqtuihNJAe,2021-06-28,11:20,False,True
croth,zUH,2022-08-05,14:14,True,True
cmendoza,PYjCKui,2021-08-17,02:03,True,False
nfernandez,OEErmk,2024-03-07,04:49,True,False
patriciagreene,FNGsmBwj,2020-06-29,04:32,True,True
chamberswilliam,akme,2020-02-03,21:19,True,True
cindy10,gTA,2022-06-29,23:24,False,False
phillipsshannon,sbbrM,2023-12-17,07:42,True,True
danieljoel,SxzrgwkVv,2022-10-11,04:00,True,True
martinezdebra,vmJ,2020-06-10,09:27,False,False
johnsmith,MWToesH,2021-06-02,18:55,False,True
lukealvarez,yMl,2023-10-19,02:17,True,True
shelby52,YXkT,2024-01-12,12:44,False,True
qmoss,YMwENJfjm,2022-01-27,04:22,True,True
castillowalter,tQDB,2023-10-02,04:18,True,True
emilythomas,RpHF,2024-02-24,09:02,True,True
luis59,mATTsozG,2022-03-09,03:39,True,False
vdyer,EV,2023-08-22,12:29,True,False
mark38,YW,2021-03-24,04:28,False,False
wmayer,zAplzn,2023-05-14,23:48,False,False
shieldsdonald,HGW,2022-07-22,17:40,False,True
jonathan14,gwKmx,2024-02-15,13:42,False,False
zburns,uMuSc,2023-04-20,11:54,False,True
racheltaylor,jDKl,2022-05-29,12:21,False,False
ricardo05,WuapbCUh,2021-08-07,18:26,False,True
millerryan,ZWDGa,2023-03-06,04:13,False,False
rebecca15,XVciHyZ,2020-08-30,20:00,False,False
douglasmyers,BNvhND,2022-04-20,08:09,False,False
ljames,JPCWvCnFJp,2021-07-26,03:32,False,False
hhobbs,XcSl,2021-10-27,10:30,True,False
matthewssteven,gnVEttBb,2022-01-28,20:40,False,False
lturner,ufQqdVRYX,2022-07-09,17:58,True,False
davisdavid,KrgjMP,2022-03-04,20:49,True,True
seanwalker,WKLaKS,2022-01-21,08:42,False,True
adamsdiana,FYFSxTF,2022-05-10,15:58,False,False
chris82,kTlyU,2023-07-12,06:53,True,False
buckmitchell,VSLAA,2020-08-27,18:10,True,False
nelsonjoseph,JkH,2023-06-22,01:06,False,False
scompton,aTo,2021-10-04,17:32,True,True
cindy10,Euufv,2021-12-09,11:03,True,False
michaelwoods,nq,2021-12-14,14:36,True,False
melissa62,wwDxy,2021-05-21,02:53,False,True
owebb,uX,2023-10-15,06:34,True,True
wongmegan,tZX,2021-03-23,23:35,False,False
gburton,djeqJEj,2023-08-02,23:26,True,True
qnorman,PxVD,2022-02-24,18:27,False,True
stewarteric,ftmMtKo,2020-03-24,11:15,False,True
hwells,Alf,2021-10-20,16:41,True,True
mbaker,cIRwPIsrhc,2024-03-30,21:59,True,False
fwilson,tvOUEWBF,2021-02-08,09:57,False,True
jason61,nOWxMRSjJB,2023-08-25,00:37,False,True
stacy10,BUQODnmKyM,2020-11-15,02:27,True,False
morgan13,WTkHLZDOy,2024-01-05,07:06,True,True
andrea55,imEpMtX,2023-01-08,17:37,True,True
jillmartin,lA,2023-10-28,05:47,False,False
iporter,uYnm,2021-10-19,06:12,True,True
marycoffey,LAz,2021-05-20,14:02,True,False
iarias,RSxYt,2022-12-22,04:13,True,True
chadgarcia,VzYQtWaOe,2022-02-23,05:12,False,False
acox,whpRQzxFQ,2024-04-09,23:19,False,True
robinsonandrea,SF,2022-10-14,18:19,False,True
judith18,Es,2020-05-11,17:28,False,True
robert36,pamtDkyxjh,2023-12-01,13:34,False,False
lmolina,jfIlZsUra,2023-10-31,19:16,False,False
casey30,VvLEPcyl,2022-03-12,22:10,True,True
mcgrathnancy,AK,2022-05-01,17:10,True,True
cnelson,zMY,2023-11-14,14:37,True,True
jenniferpatrick,TYVsOfjQ,2023-04-29,14:05,False,False
patrickmeza,Qw,2021-04-05,09:07,True,False
armstrongjames,inR,2021-04-05,05:58,False,False
sophiahill,vrfJtVtyWw,2023-05-03,13:38,False,False
adamswanson,OMcy,2020-05-25,16:07,False,True
osbornemichael,phGSL,2020-08-10,08:21,True,False
alex23,whM,2023-06-29,17:16,False,False
mcfarlandryan,HyovLlhk,2021-03-02,05:15,True,False
mark04,VzYQtWaOe,2020-01-25,01:05,False,False
griffineric,axz,2023-07-17,05:11,False,True
sdelgado,CeslhSDij,2023-02-17,13:53,False,True
xmahoney,BfVq,2021-02-12,14:28,False,True
wilsonmichelle,IAIrriSzgI,2023-07-25,19:05,False,False
hernandezjames,zcHwaeDaEQ,2023-12-26,15:39,False,False
natasha06,dUbn,2023-12-25,18:51,False,True
christopher31,ilmzffR,2020-12-25,09:00,True,False
elliottandrea,il,2024-04-02,06:38,False,True
williambaker,srRt,2023-10-17,12:33,False,True
rmiller,SG,2022-04-20,01:02,False,False
jared20,fsnOh,2021-05-24,05:34,False,False
ryan23,vLlk,2021-08-07,14:53,False,False
owheeler,hMFS,2023-07-20,03:01,True,True
james11,MRXQKAi,2022-08-04,13:58,True,False
stanleybrooks,dcdtVQCVyl,2021-08-15,23:12,False,True
glennangela,EQaLVvciJ,2021-09-04,12:03,False,False
adamskayla,lAjuRCac,2021-03-25,09:51,True,False
ndavis,yUlBmKLl,2023-03-22,00:29,False,False
davidbyrd,CGDp,2021-01-11,22:46,True,True
jenniferthomas,wJBstpALAq,2020-01-15,15:18,True,True
nortoncheryl,NfXFxwtzrm,2021-11-13,13:24,True,False
zharper,LKdFxTQDpZ,2022-11-29,16:52,False,True
mjones,fgzOSC,2021-10-01,20:29,True,True
sharon94,Hkcnf,2024-02-01,11:18,True,True
vsanchez,dUbn,2021-10-31,06:22,False,False
cory79,dBYN,2021-03-07,15:09,True,False
scole,qFNxrYfP,2020-04-24,01:55,True,False
timothy11,VLYco,2020-07-01,11:09,True,False
williscarla,tAAqAopU,2023-02-23,22:38,False,True
daviesroy,VVY,2022-08-26,20:54,False,True
michael70,dqK,2021-03-24,08:39,False,False
bjones,UXPHANa,2021-08-01,16:30,True,True
kimberlyvelez,pkisADb,2023-08-07,02:09,True,False
latasha03,qtJ,2022-12-10,03:30,True,False
ashleyhunter,fRgkLx,2022-04-19,20:06,False,True
watersangela,UrgLpUMBRz,2023-12-26,06:34,True,False
kflores,yZCeXXdu,2021-04-24,08:03,True,True
jeffroberson,rRVljF,2021-05-30,08:57,False,False
eblackburn,EkkWc,2023-01-21,04:14,False,False
ewalker,nPjSffZArl,2023-08-31,03:53,False,False
alvarezcourtney,xLKPfsMrks,2022-04-24,16:48,True,False
sabrinavillanueva,NAPdxa,2022-01-24,09:15,False,True
kayla50,ZLeO,2020-05-03,14:54,False,True
gibsoncrystal,UYwuJ,2020-06-11,13:48,True,False
gibsonsara,SOrb,2020-03-19,08:57,True,False
jchan,lKq,2020-09-27,14:40,True,True
samuelarmstrong,ooiJvRRWqE,2020-05-27,08:30,False,True
tbryan,CAWhSPVST,2021-01-19,10:33,True,False
racosta,BOaluZQUzB,2022-05-28,08:36,True,True
nathangarcia,aFwPX,2021-02-25,18:56,True,False
dixonrachel,hOLDSQ,2022-06-02,14:29,False,True
florescraig,BTbpihDAy,2020-03-27,23:24,True,True
xscott,nMipTE,2024-02-29,05:11,True,False
hernandezlaura,wfH,2023-04-11,06:28,False,False
fwoods,gxNLrTnemr,2022-06-19,16:01,False,True
dbowman,KlRygDeSGi,2023-08-31,00:46,True,True
owatson,MFu,2022-05-02,12:55,False,True
dianabaker,xztsPHLEhx,2020-02-05,23:16,False,False
fischermichael,jOaGirmOqe,2023-04-14,00:48,False,True
carmenkim,XVWzCNCWaa,2021-05-18,09:20,False,False
johnpadilla,PvW,2020-06-14,22:04,False,False
huntcharles,blaAg,2022-04-10,13:13,True,False
melissa33,AGnV,2023-11-24,13:42,False,True
shanesmith,rkBFxLLv,2023-06-20,17:52,True,True
paulwang,ieYq,2020-10-17,07:34,True,False
nguyenmegan,AEJQHdc,2023-11-26,05:31,True,True
tammywilliams,MzdvCuUdm,2020-12-24,22:13,True,False
greenechristina,KSq,2022-08-21,09:33,True,True
farleysteven,UkDekGHcya,2023-05-09,10:55,True,True
andradeholly,bIcdwCRhBY,2021-05-04,08:24,True,False
catherine96,bXySr,2020-09-22,07:10,False,False
millerryan,ES,2023-02-18,10:22,False,True
sarah24,WvdkY,2023-10-09,00:47,True,True
lewisjoy,WyKivyq,2022-05-08,18:11,False,True
rallen,hKqkyH,2021-02-21,00:35,True,True
morenoalex,tZUoQGokY,2023-02-06,09:52,False,False
tamiblake,gE,2023-06-28,23:37,False,True
lauriecooley,Czc,2023-01-22,17:24,False,False
xmartinez,KbmiPjB,2022-02-22,02:34,True,False
kari05,fkq,2020-09-17,18:18,False,False
caitlyn37,eaDjVxwBcy,2023-06-30,16:37,False,False
qmoss,YIRbb,2024-03-17,21:30,False,False
kimberlyjordan,RuOcnBM,2021-04-08,06:39,True,True
rodneyjones,mpvaO,2020-04-12,01:49,True,True
qbrooks,FPACsddAGG,2024-03-08,18:09,False,False
rick07,WaLZ,2022-04-01,01:07,True,True
garyshaw,sBnPxjMc,2022-07-16,20:10,True,True
gwilson,QsXynG,2023-03-26,15:26,True,True
bellchristina,zJhgsejdBq,2023-02-02,05:59,True,True
matthewjenkins,KQeuDl,2023-05-30,09:20,True,False
jacobsann,dXnVgkx,2022-09-13,23:44,True,True
nicole11,sHvtKkw,2023-10-10,06:25,True,False
patrick47,KiipLGyR,2020-10-10,20:17,False,True
amendoza,az,2024-01-15,05:29,True,True
jason32,hokfPdCY,2020-05-15,15:19,False,False
nsaunders,ibRM,2022-06-03,01:53,True,True
diazfrancisco,frHcyNYl,2021-08-23,19:54,False,True
lisa15,WP,2021-08-01,02:43,False,True
alexanderoconnor,wQmIdyynVG,2023-02-28,05:28,True,True
thomas65,Sep,2023-03-26,10:25,False,True
aaronevans,RzTfmP,2020-07-08,19:15,False,True
whitneyadriana,inddVgOep,2022-10-03,05:57,False,True
nhampton,JcYgF,2021-05-10,09:36,True,False
michellereilly,kkF,2022-11-07,17:18,False,True
watkinswilliam,Fh,2021-03-17,04:48,True,False
matthewmcdonald,zfgqXh,2023-12-08,11:29,False,True
davidsalas,ACcACNIpj,2024-02-12,19:03,False,True
walterrobin,BDDUdMcJ,2023-12-21,16:43,False,False
kreed,BTxhnr,2022-05-26,00:15,False,True
egrimes,vdJA,2021-02-24,19:57,True,False
lmichael,kcqcB,2020-03-10,15:27,True,False
matthew09,wZHr,2022-11-15,09:37,True,True
sanchezheather,Me,2022-04-29,06:44,False,False
oliverscott,uuCfySjm,2021-09-07,11:16,True,False
wbishop,EWC,2021-01-08,06:22,True,True
palmerjessica,qsggYPCoc,2021-07-04,12:29,False,False
freemancharles,HCwrsTB,2020-03-19,23:13,True,False
qrodriguez,lEOZ,2023-03-09,09:16,True,True
wroy,guDRY,2021-06-29,16:47,False,False
turneredwin,cBbzQMKpE,2022-06-13,00:57,False,False
pwallace,dikrTOljGk,2021-04-24,18:37,True,True
christopher14,KFj,2021-07-17,19:09,True,True
iberry,lWo,2021-03-21,19:01,False,False
frymichael,XBmJgFw,2022-05-06,08:38,False,False
chadmcneil,qoPz,2022-12-21,14:47,True,True
rpage,gF,2022-06-20,09:52,True,True
gina70,mLpsbSbOW,2022-06-20,21:20,True,False
gspencer,wbVU,2020-02-28,12:40,True,False
medinamichelle,bCtVpHEq,2020-02-20,14:25,True,False
matthewgonzalez,LxEPQD,2023-03-16,16:11,False,True
martinezruth,mTV,2021-07-13,09:22,False,False
michaelstewart,fnJzmNFxg,2023-09-03,18:20,True,False
dianemartinez,EZ,2021-02-23,15:37,False,True
lsmith,JGXkMSbL,2022-04-14,22:48,False,True
alvarezcourtney,HyqAw,2020-03-16,15:37,False,True
christopherortiz,NQh,2020-09-19,19:49,True,False
fosterbryan,GPBhpuIeEy,2023-11-14,20:21,False,False
matthew09,oA,2023-04-24,12:06,False,True
amurray,XfODZBCmO,2020-01-16,10:59,True,True
dcohen,ZvoKQMGqOT,2022-07-07,22:58,True,False
zlopez,IMdspRj,2021-11-08,20:26,False,True
mooreaaron,wIE,2024-01-20,07:02,False,True
haley99,hpKFkwj,2024-03-04,12:44,False,False
bbradford,hYHzM,2023-03-18,05:15,False,False
linda87,kpIZ,2021-04-28,20:20,True,False
gcross,WRAHFicz,2023-11-25,15:58,True,False
rodriguezmichelle,aFOzasEHUF,2022-07-18,19:50,False,False
ddaniels,hYHzM,2023-10-19,06:33,True,True
michael37,ZxgUjfdw,2020-05-05,06:09,False,False
fergusoncarl,oypVXrjlI,2023-03-11,18:21,True,True
vwalton,PdLaAH,2020-12-05,13:43,False,False
frostbrian,wKhOXMpMfA,2020-01-15,14:59,False,False
thompsonashley,xM,2024-01-07,10:39,False,False
michaelsmith,frVVE,2022-12-22,20:48,True,True
mariebush,Yc,2023-02-03,01:57,True,True
jamespitts,aocn,2020-04-08,11:55,False,True
sara95,uuERLf,2020-06-04,17:17,True,False
benjaminrobinson,zbRcF,2022-06-13,18:56,True,False
jonathan57,Yij,2024-03-21,08:29,False,True
jthomas,fYsCTG,2020-01-16,20:07,True,False
matthewwilkerson,OETc,2021-04-02,07:14,True,False
fostergregory,DYtYADDmx,2021-05-20,15:06,False,True
robertwilliams,CwwEn,2023-11-06,07:36,True,False
scarter,MSlLZBy,2020-11-14,06:30,False,False
amcpherson,OMvs,2022-06-14,14:40,True,False
michaelramirez,QBK,2021-09-07,08:19,False,False
nicole37,snzHKEa,2021-11-03,07:48,True,False
smithaustin,HvFHKE,2021-05-16,14:38,False,True
sullivanelizabeth,tsFan,2023-02-27,14:21,True,False
sweeneyscott,sdMlbTv,2021-12-28,20:43,False,False
ghammond,oqH,2024-01-17,00:31,False,False
boothjoseph,yjamILsAtX,2021-08-03,06:54,False,True
jnorris,PBJuJQPjmu,2022-03-22,21:40,True,True
xaguilar,URYsKDYpzM,2020-12-20,21:09,False,False
zruiz,fENgTZEH,2022-10-28,00:14,False,True
ncervantes,CLU,2023-08-19,11:32,True,True
manningbenjamin,BXMZnsWHKm,2022-05-03,03:49,True,True
pjacobs,FGlytGLRs,2023-09-04,22:20,True,True
andrealopez,oOHu,2022-12-10,16:01,True,True
kendracole,xuWeGM,2021-11-08,14:48,True,True
elizabethwatson,fQb,2020-05-06,09:12,False,False
erika52,ardjKSAhL,2020-04-18,12:00,True,False
taylorcynthia,MsJur,2020-09-17,19:19,False,False
robertsonkristen,UQFY,2022-11-13,05:49,False,False
annakane,sJH,2022-09-02,22:52,False,False
jgarcia,JS,2023-06-18,08:02,False,False
timothydouglas,gnVEttBb,2023-03-29,13:16,True,True
lisacantu,pPo,2021-09-19,18:41,False,True
nguyenmegan,ZxgUjfdw,2020-10-21,07:22,False,False
christinabautista,AXyMtv,2020-04-18,19:41,True,True
ryan57,MgV,2023-11-28,07:00,True,False
bentleynicole,TuRAJvht,2022-03-01,01:34,False,True
lamberik,tEmsvknIp,2021-08-28,21:06,True,False
csanders,YVjRJ,2024-03-03,11:01,True,True
samantharose,nZabngy,2020-01-20,16:25,True,False
coltonmartin,GuPOl,2022-11-20,23:14,True,False
campbelljacob,GcyKZZwR,2022-09-08,22:55,True,False
sandravargas,JyOO,2023-12-22,02:55,True,True
rebeccasoto,RprHJhYhe,2022-12-16,18:14,True,False
evansheidi,WLpSJtdxt,2023-08-14,00:01,False,True
douglas90,dPKqFpHpNr,2023-08-10,05:43,True,False
cleach,VvVGm,2020-01-11,20:28,False,True
lukemoore,rlUIhlX,2021-01-26,15:27,False,False
aguilartheresa,Cl,2021-11-03,20:31,False,True
cervantesgregory,oR,2021-02-25,16:36,False,True
smithadrian,Sos,2023-05-18,05:16,False,False
maria60,pQykMkN,2021-07-26,00:15,True,False
emilythomas,nWcviaBNm,2021-05-01,11:16,True,False
bguzman,GmLjaCsyGU,2023-10-17,21:00,True,True
bclark,guDRY,2022-10-22,06:30,True,True
nbarrett,MNyNNp,2022-03-04,10:34,True,False
duncanangela,mPXyaOtzn,2022-08-13,05:23,False,False
jacobrangel,qIKJ,2024-02-18,11:23,False,True
otran,TbZMsk,2020-03-12,21:10,True,False
dcollins,IFVZI,2023-04-25,01:53,True,True
stephen98,AplorZ,2020-01-01,23:58,False,False
djohnson,jPp,2023-12-17,09:09,True,False
casey30,hHe,2022-03-28,01:50,False,False
reidlauren,zIrUo,2023-07-13,13:02,True,True
hernandezmatthew,Exxv,2020-08-22,18:26,True,True
jonathan22,wYgpGIvURv,2022-11-30,17:30,False,False
ncervantes,QmeWOTgNsK,2024-03-08,23:31,False,True
