UserTag,ChatId,Since,IsAdmin,MutedMentions
andrewmoyer,qbpYfZBl,2022-11-17T13:07:35,True,True
tony58,LjK,2020-03-23T21:18:51,True,True
pfitzgerald,kdsY,2022-12-22T16:00:32,False,False
danielle12,RD,2022-04-30T05:07:58,True,False
thomas37,NQ,2020-08-25T00:37:32,False,True
matthewjohnson,niNrvYlej,2020-01-21T19:49:51,False,True
michael86,byZMz,2020-08-11T03:40:35,True,True
huffjames,VbO,2021-06-11T17:16:10,True,False
jcollins,jncfO,2021-06-01T06:32:57,True,False
marissa32,TbEj,2020-10-16T05:58:54,False,False
fpeterson,vUwM,2020-06-16T13:39:59,True,False
robertwallace,sxvQpxCFGf,2024-03-26T16:02:54,True,False
danielle25,GO,2020-11-22T12:16:57,False,True
adamscaitlin,VDVt,2020-09-12T09:12:37,True,False
belljoseph,AjGXZWo,2023-08-31T14:04:40,True,False
brandongaines,ssRPVThULL,2022-07-29T10:27:14,True,True
zsanford,JKqiMq,2024-01-12T10:34:37,True,False
jcarr,RUnI,2021-07-20T22:15:23,True,True
alyssa78,wmPvo,2023-06-17T10:06:45,False,False
thompsonmanuel,yNom,2020-07-30T10:45:21,True,True
shelia85,gPMwynx,2024-03-03T09:39:59,True,True
wendy03,xlCXOZ,2023-05-16T17:35:14,True,True
shawn11,jcc,2020-09-20T01:54:12,False,True
shelley33,gNIe,2021-09-30T19:51:01,True,True
alexis72,pYjIjYBxq,2024-01-02T01:06:22,True,True
drakeharold,XYnOX,2022-06-06T04:30:27,False,False
chad53,XuCOUX,2021-10-05T18:16:56,False,False
robinsontroy,xgWRcLc,2021-08-23T01:12:33,False,True
pruittnicole,TUpoTmpHt,2023-03-20T09:20:23,True,False
elizabeth87,igqmG,2022-08-16T02:45:45,False,True
johnsmith,StxBJLqH,2020-10-13T16:10:24,False,False
scott46,glJzdn,2023-05-20T04:16:16,False,False
nicole74,YkUUkeGY,2024-02-22T08:34:04,False,False
gregorylyons,zOMuphgX,2023-04-29T18:06:18,False,True
scotttimothy,snLZxTNge,2021-06-20T07:15:18,False,True
nicholsgeorge,cXOcuoUHxO,2023-04-12T18:29:56,True,True
warnerelizabeth,CMddxkRqJL,2020-12-24T22:18:48,False,True
melissa69,VvOxKE,2023-10-03T15:16:22,True,False
angelramirez,RqMKhNIVjX,2021-06-13T01:56:51,True,False
xsanders,tnK,2023-10-11T04:49:43,False,True
danielblankenship,tgcSaY,2020-07-16T05:09:42,True,False
nathaniel69,jGbxqXD,2023-07-07T20:21:50,True,True
mary02,pPOtmMGxH,2021-01-29T18:38:32,True,True
charlotteholmes,IYitZMd,2022-02-27T20:27:35,False,False
dixoncourtney,zLPiFDoBkI,2020-04-27T13:08:13,False,False
elane,jT,2022-07-19T04:29:19,True,False
kevinellis,xvDVqJXACp,2022-05-11T21:10:36,False,False
wcunningham,yKsk,2020-04-19T11:43:21,False,True
rodneycummings,FggUqg,2022-01-31T20:59:53,True,False
wallacejason,dhnqml,2023-04-05T15:31:58,False,False
jo83,WtBO,2023-05-31T20:53:12,True,False
stephenchang,TTSTQHH,2023-05-19T13:20:09,True,True
mjones,PpTapjpW,2024-01-27T14:32:13,False,False
yoderkathleen,FjrPEnL,2023-09-14T15:36:37,False,False
uclarke,kPA,2023-06-04T06:46:18,False,False
reyesrhonda,mfocgELEA,2022-09-01T18:05:10,True,True
ashley29,tLGpRFRZ,2022-04-21T07:38:38,True,True
lsmith,ezQmiIvU,2023-11-21T14:43:15,True,True
megan22,uOrHZZEroR,2021-10-04T14:25:40,True,True
qgonzales,BMu,2023-11-11T20:43:15,True,False
joeford,SWPtWVit,2023-09-15T12:05:50,True,True
jacksonhenry,wl,2022-10-23T07:00:13,False,False
michaelkelly,LfB,2021-04-05T05:42:29,False,True
jacksonhenry,CVNZldnSg,2023-04-19T01:05:57,False,True
stephanie56,VjPBlubqT,2020-04-25T13:11:58,True,False
troywalker,nNxBC,2023-06-21T00:22:33,False,False
michaelrobert,WCbMF,2023-07-09T12:49:40,True,False
ewright,qTKAouVa,2022-12-15T11:54:40,False,True
jacqueline95,QoTX,2020-12-27T22:34:33,False,True
ttate,MdQTsQE,2020-05-02T11:23:55,True,False
patrickdixon,UWbVA,2024-01-03T02:26:58,False,False
baileylori,bWM,2021-12-07T05:47:46,True,False
iallen,ABtARV,2022-02-07T07:05:37,False,True
branchmelissa,EANqr,2023-06-01T23:12:46,False,False
icowan,ycJZwhTbs,2023-08-12T19:16:49,False,True
vyoung,aeLu,2021-01-20T11:14:08,False,True
tmartinez,LjK,2023-04-02T08:02:49,False,True
btapia,ZKlERaHc,2021-04-14T20:51:33,True,False
stonemichele,wKkec,2022-02-14T06:52:55,False,False
hendrixdavid,opc,2020-12-31T21:15:55,True,False
julia64,wzcAj,2022-01-08T23:39:55,False,True
wblake,YxiSN,2023-03-25T11:02:36,True,False
sarah38,eZe,2020-03-24T17:43:34,False,False
nsanders,CXmTQJ,2022-04-03T04:58:09,False,False
johnrodriguez,SEXcbKGjUZ,2022-04-21T22:30:32,False,True
mary32,iSjrIDsWdh,2020-04-12T10:28:19,False,True
dphillips,RgjmbYhnq,2020-10-03T04:19:17,False,False
bergercharles,oBVn,2022-12-22T13:18:07,False,True
shansen,JWIfNWDF,2020-11-20T23:25:20,False,True
jacobgraves,dPBf,2024-03-29T00:10:59,True,False
amber55,ontPci,2022-10-03T00:47:29,False,False
eherrera,NHyY,2020-10-19T16:17:53,True,True
kayla19,GDVnNJq,2020-06-14T15:58:31,True,True
tiffany19,jqyIfYhXO,2020-03-25T22:13:47,True,False
kyleboyd,hDfokG,2020-10-26T20:49:24,False,False
shannon12,ZTxxTTSVi,2022-03-11T07:33:28,False,True
steven73,zwlrrlT,2021-10-30T01:36:48,False,True
nancy70,Gp,2021-07-05T06:56:30,False,False
nicolesimon,IX,2023-11-11T08:01:47,True,False
katherinewolfe,Pc,2022-10-06T21:12:29,False,True
tmoore,uLiwk,2024-03-03T10:37:00,False,False
jamesmatthews,WhrhoaIa,2023-04-22T14:10:17,True,False
megan22,gtmxjT,2023-06-04T19:01:47,False,False
christopher13,TgDQ,2021-08-30T13:30:57,True,False
rogersmarcus,NXvaRsSTx,2021-05-18T02:52:47,True,True
bradleyjeffrey,afSaEx,2024-04-04T07:00:01,True,False
bailey11,HlabRDPh,2023-12-29T10:34:19,False,True
annettebrooks,fpKgAfCScI,2021-07-04T13:36:33,False,True
mollybrown,GvNzEoE,2022-02-24T10:38:17,False,True
amandaknox,VsX,2023-02-09T03:00:37,True,False
hwang,qiENXHTVlw,2023-07-16T23:09:26,True,False
brittany80,LTrUyl,2021-01-01T02:27:35,True,False
stephensmicheal,YwoyuYY,2022-07-28T22:26:10,False,False
luiscopeland,MefEChmsZU,2020-09-20T23:27:29,False,False
heatherkramer,kRNw,2022-12-07T01:56:14,False,True
fernandezbrianna,RCk,2023-06-23T17:15:57,True,False
kathrynhunter,IvuxihIm,2021-10-13T12:59:17,True,False
strongjulie,unEbXczV,2020-06-04T00:44:37,False,True
epoole,RtFJDiS,2022-06-15T20:16:48,True,True
josecollins,hutDBkfO,2021-08-15T09:14:54,False,True
jorgerobinson,xehJvpEs,2021-06-08T09:14:17,False,True
sherry98,rGEB,2024-03-15T07:50:44,True,True
jonathankeller,AZxWuHi,2020-07-02T19:28:18,False,False
kimberly20,ZT,2020-08-31T14:51:13,True,True
rowejames,mZP,2023-10-31T16:24:17,False,False
mcantrell,wf,2020-10-18T18:15:44,False,True
robertwelch,ysblj,2020-02-29T14:40:15,False,False
jamiemiller,ZIShwnISi,2023-09-10T01:08:53,False,False
tbaird,CliFWSZdxC,2020-03-07T19:13:25,False,True
tylerkathryn,oDzSgFKCWV,2023-11-10T11:34:35,False,False
ryancraig,vKf,2021-07-15T22:20:03,True,False
holtkaren,ipJqACP,2024-02-20T04:30:51,True,True
hmiller,ckQHTM,2021-11-12T07:13:55,True,False
ybarber,DUgzZdDP,2022-03-03T17:49:30,False,True
john04,MtOFErLk,2022-11-11T10:49:55,True,True
scottrachel,rkFdn,2024-04-01T15:04:06,False,False
qturner,esZfqVU,2023-07-08T19:35:49,False,False
lisa12,Fdh,2023-09-29T12:44:17,True,True
uharris,TxrilvuoK,2022-03-07T08:04:40,True,True
rclark,kGIjO,2021-11-08T17:42:13,False,False
debbie64,GOnRhFTdN,2021-04-10T20:54:03,False,True
jacobkirby,XeQqG,2021-06-02T21:53:42,True,False
tammy20,niDG,2023-11-01T00:03:08,False,True
robertkelly,hgAiCyz,2022-10-15T08:39:56,True,False
duartekelly,ECl,2020-01-07T05:35:21,False,False
kingamanda,zWvlpvmR,2022-02-27T21:39:54,False,True
ryan06,REDLd,2023-10-02T10:49:43,True,False
carol47,FyYSjvRRw,2020-03-02T07:54:04,False,True
connor25,BOOmYYb,2023-03-20T23:45:46,True,False
harry36,ilJPPiCO,2020-11-23T05:25:32,False,True
bradleysavage,hEYLnle,2022-01-28T23:08:36,False,True
john21,qLe,2022-03-07T14:44:54,False,False
dreyes,cFSNFoRoJO,2022-11-27T19:48:14,False,True
xwhite,IY,2023-03-03T03:36:47,True,True
ashley08,rwBSmQH,2020-04-20T14:02:34,True,False
davisdouglas,tTKjNfqj,2023-10-12T05:03:06,True,True
antonio56,Tzc,2021-08-23T21:40:56,False,True
ronaldharris,oyDWsfE,2020-07-24T12:00:30,True,False
williamstamara,wGzHNZ,2020-07-23T06:09:43,False,False
davidwest,FEDoWtAsXE,2020-11-16T09:28:37,True,False
raylisa,dLZMx,2022-03-22T11:54:42,False,False
shill,VIUcM,2020-08-27T16:30:19,True,True
pwoodward,StbiLX,2023-07-25T15:11:14,False,True
deborahhernandez,xvDVqJXACp,2023-08-28T05:51:28,False,False
richardperez,DhcqSfz,2023-02-22T00:52:00,True,False
scottbrooks,AYiJvyVDN,2020-08-11T18:36:57,False,True
steven80,PHz,2021-01-25T05:35:11,False,True
loganharris,SEXcbKGjUZ,2020-05-22T11:21:42,True,True
hardinjennifer,WndS,2024-03-31T04:19:11,True,True
cameronsmith,yms,2021-11-07T22:40:39,True,False
mezarebecca,tRAl,2022-03-03T08:40:36,False,True
xlewis,zrmMtf,2021-02-16T23:13:31,True,False
yatesnicholas,Usd,2022-12-06T23:45:33,True,True
uyang,VDjmRi,2020-10-24T15:25:29,True,False
karengreene,UfPvgUi,2022-03-28T12:24:42,True,True
kgilmore,zqcltaSb,2021-05-15T04:36:57,True,True
kgutierrez,JAudJM,2023-03-26T16:34:40,True,False
tylerolson,BVsQgKq,2023-11-04T07:53:48,False,True
danawilliams,Cwf,2024-02-25T09:58:23,True,False
ibennett,cwcs,2020-01-16T06:03:40,False,True
nathaniel69,XtqUmEcdRn,2020-07-14T20:29:56,True,False
bcalderon,SZ,2020-11-01T19:27:25,True,True
jennifer20,GJoyyHqX,2022-11-12T15:46:40,True,False
zacharycaldwell,GPQpGThDk,2021-01-26T10:42:49,True,True
orice,pYcMRDsH,2020-08-21T16:16:24,True,False
qhanson,cMTwQX,2020-08-06T07:39:32,True,False
floydtommy,SsngqFAfz,2022-04-02T13:08:11,False,True
richardmurphy,YLHj,2022-04-27T09:26:28,False,False
sconley,gVxTr,2022-10-18T04:07:43,True,True
christopher99,IvuxihIm,2020-06-03T13:23:02,False,True
davismarcus,mmB,2022-07-10T05:04:39,True,False
newtonashley,KzYVqO,2023-12-24T11:46:42,False,True
camposapril,fxs,2021-10-15T17:29:22,False,False
jillianmcbride,kjhFZetEQ,2023-04-25T22:56:47,False,True
jramirez,ohd,2023-04-12T18:18:30,True,False
changlindsey,UKBpjdSfr,2021-04-29T01:04:58,False,True
selena81,feMKwyMf,2023-10-28T00:55:38,True,True
franciscodavid,lvzkV,2022-03-28T21:52:37,True,True
richardmurphy,iTZBfuf,2023-07-29T06:47:36,True,True
hendersoncrystal,zIC,2024-02-07T18:26:56,False,False
rowejames,skkHhPzkI,2020-01-04T23:21:44,False,False
amymyers,oWAoGsI,2023-12-15T04:49:55,True,False
henry39,jzB,2022-06-19T07:56:28,True,False
elijah48,hDLJA,2022-10-14T05:50:35,False,True
murphylauren,lKVwaN,2023-10-10T12:56:14,False,False
nathandurham,kwEpNOs,2023-06-13T04:54:36,False,False
rose79,oLmYuaBfi,2023-12-16T05:24:16,True,True
teresa36,SsngqFAfz,2022-02-23T13:53:38,True,True
nsimmons,deoWQSN,2021-12-04T01:38:45,False,True
jody20,wUCmLLLcuB,2020-01-20T23:36:23,True,True
briannasawyer,DrwemA,2023-11-11T12:46:44,True,True
hailey54,NrBjY,2022-10-17T01:10:44,False,False
elizabeth47,DEGiFJAzf,2022-02-27T10:25:58,False,True
tbrowning,JSR,2022-05-30T17:23:06,False,True
veronica23,trp,2024-03-03T09:19:24,False,True
gabriela88,gxjSDx,2022-01-09T02:23:31,False,True
burkepaige,fbRc,2021-12-18T23:04:23,False,True
debrablack,qVnVIejW,2021-07-26T08:15:27,False,False
philipbarnes,kRNw,2023-08-13T13:35:58,False,False
delgadojohn,EANqr,2022-12-21T09:58:16,False,True
scottrachel,HdrQ,2020-02-26T07:26:49,False,True
awhite,VfDJKSRQ,2020-07-25T16:34:26,True,False
ethan77,SGJysnLFY,2021-05-29T05:33:42,False,False
qpratt,BPEI,2023-01-12T22:37:53,False,False
bonnielynch,wlvXw,2020-11-10T11:23:47,True,False
julie21,RCYDIzDy,2021-03-09T04:45:06,True,False
joycejulie,oxhtAc,2022-10-11T09:49:43,False,False
fhunt,BKOVWcMmh,2020-11-20T09:23:27,True,True
edward72,LdusUCxW,2022-03-04T11:24:29,False,False
simmonsdarryl,YtY,2023-11-04T16:33:27,True,True
rperry,UZylqJ,2022-03-27T22:21:12,True,True
kingkristine,QlqDPFT,2023-09-10T13:04:10,False,False
carl03,USzcJCz,2024-01-24T04:39:35,True,False
dawn15,WGehfF,2020-02-18T03:24:27,False,True
craigjames,sMIgjZ,2020-07-02T05:00:54,False,False
amanda53,YluIXxl,2020-09-02T21:34:12,True,False
ariel32,NmLjLCKpcZ,2020-09-16T16:47:11,False,False
joshua76,GwunKfG,2023-09-09T20:40:39,False,True
jessica25,RAqUbKtO,2020-07-17T07:20:03,True,False
fergusoncory,SYzpP,2023-06-05T07:25:46,False,False
gfoster,bpkhQWzbg,2023-04-24T21:32:44,True,False
jacobhamilton,HsDaCzxC,2022-01-23T12:29:08,False,True
pbenjamin,qZKH,2023-03-03T08:55:07,True,False
georgejared,OAiDKOI,2023-07-13T15:53:39,False,True
jonathan53,UocLMuzvy,2024-04-09T08:37:10,True,True
deniseholt,IcJSZHK,2024-03-29T15:50:35,False,True
cbarker,JHU,2021-07-14T09:32:54,False,True
tdavis,GNFjOqCKEj,2021-05-30T06:42:05,True,True
sancheztimothy,ghNWz,2021-07-15T03:06:29,False,False
amy30,oszKIM,2023-11-17T23:34:50,False,True
ysilva,IwpVtg,2022-04-15T15:17:01,False,True
denise25,kscD,2021-10-09T12:44:15,True,False
broberts,ASl,2022-09-25T11:55:20,False,True
kristy56,uOQR,2023-03-16T22:54:06,False,True
autumn95,kLGdjaP,2023-02-16T03:45:01,True,True
etorres,VEQE,2022-07-01T22:08:20,False,False
amanda77,SmtBT,2023-08-19T19:25:15,False,True
harrisjay,heQQu,2021-03-07T08:12:24,True,False
hcook,fSx,2023-08-27T21:53:41,False,True
deborahhernandez,mjV,2022-01-08T12:53:51,False,False
elizabeth76,zVEpri,2022-02-09T10:28:48,True,True
rodriguezaaron,HPNaV,2023-07-14T19:05:01,False,False
smithandrea,JnsAFEYl,2021-07-24T02:07:12,False,False
daniel03,TcA,2020-10-15T23:04:18,False,True
simmonsalexa,qEZVW,2021-08-17T00:32:42,True,True
davidgarcia,iRz,2021-10-05T11:13:59,False,False
sean01,unEbXczV,2020-07-15T13:37:00,True,False
christy37,hpnQxJSyCA,2020-03-04T18:09:34,False,True
collinsmarisa,urFRRO,2020-10-13T13:30:56,True,False
iking,gNeQUH,2023-10-17T02:51:24,False,True
paynealex,qRqNhS,2023-11-20T18:08:08,False,True
ricky87,twYq,2023-08-02T22:08:36,True,False
patrick42,qygprH,2020-01-31T13:48:43,False,True
jsullivan,dcj,2021-03-18T19:28:20,False,False
ikramer,dZOZqmo,2021-06-05T02:50:39,True,True
pmercado,KiIY,2023-07-08T04:19:27,True,False
jonathan18,VaywmoWQPh,2023-02-13T23:52:48,False,True
justinbarnett,BskdIEyB,2021-12-15T15:39:52,False,False
gcampbell,oEzoJmADt,2022-09-16T17:50:46,True,False
megan10,CERRSUUm,2020-11-06T20:17:19,False,True
michaeladams,dUSNm,2020-08-23T12:07:16,True,False
hpowell,WSDiTbF,2023-11-15T08:10:49,False,True
garciarichard,NbAPDuPUk,2021-11-05T23:37:48,False,False
samanthamorris,BPXjaGVABY,2021-08-03T01:57:27,False,True
hubbardjackie,KMHSNQh,2021-04-06T19:44:25,False,True
jacob57,rrPTpsv,2023-08-24T15:00:17,False,True
lisa46,WCbMF,2022-07-07T14:19:06,False,True
crossmelissa,WTPgGsn,2021-05-10T15:03:33,True,False
blindsey,tZUeuFj,2023-12-27T20:24:01,False,True
wcunningham,biTY,2023-09-23T00:47:17,True,False
bryanparker,DBNFhBblh,2022-02-01T19:54:12,True,True
crystal42,QUeF,2022-02-09T06:24:07,False,False
wcarey,RV,2023-04-28T15:09:31,True,False
uhowell,dnOIPrCpLn,2021-12-30T22:49:15,True,False
bcook,nyIeCn,2024-01-03T01:17:58,True,False
courtneycarter,GinxeJlTik,2021-08-07T20:51:03,True,True
brentortega,JUOQFy,2020-03-16T22:04:12,False,False
holly19,PklVsZ,2021-02-11T14:21:33,False,False
middletondonna,lTnblS,2021-01-06T08:31:29,True,True
justin25,HaaI,2020-11-20T01:01:20,True,False
christopherpowell,ycTgMlP,2021-06-08T09:39:13,False,True
crossmelissa,IawneyLIIX,2020-10-11T19:59:56,True,True
andrewwilliamson,cYQVYJun,2022-01-30T20:28:35,False,True
jorge10,awzTWK,2021-10-27T19:14:19,True,False
gary99,HrEiXznqb,2021-09-26T23:42:28,False,False
margaretfletcher,ooNB,2023-03-12T15:59:36,False,True
uhunt,zZj,2021-07-09T04:26:20,False,False
alexandradavies,HXDPLRkso,2022-08-10T13:20:36,False,False
hardingfrederick,wiFmtasW,2020-01-29T08:52:26,True,False
marc31,cuSygHUqfs,2023-08-12T12:59:14,False,False
qburton,NEz,2023-02-26T04:47:24,True,False
meghan21,sdOQq,2024-02-29T03:36:56,True,False
pattonelizabeth,DdPAqFZI,2021-03-30T04:20:37,True,True
xmiller,buvejsOj,2021-08-31T09:40:28,True,False
julianthomas,VQlyvEokGX,2020-10-20T06:26:02,True,True
zharris,eyzWOS,2023-06-25T20:48:02,False,False
brandongaines,YLIeP,2023-08-27T06:26:19,False,False
cmiller,fTeTdct,2022-12-01T22:16:23,True,True
charlesmaynard,AHQFOyIlDt,2020-03-30T20:55:01,True,True
christopher13,nzai,2023-12-15T23:42:28,True,False
linda39,VEzBpOzYQ,2021-08-04T02:40:12,True,True
matthewmendoza,QHLQxiAFrf,2020-08-11T04:29:32,True,True
cathy90,cMoSHYB,2021-10-11T06:14:20,True,True
peterbaker,PhDtV,2023-02-12T21:44:35,True,True
cainraymond,yckzb,2020-09-26T11:12:33,False,False
williammaldonado,cjxTfokAn,2023-06-18T21:11:09,True,False
larsonkatherine,Ty,2020-10-19T17:38:24,True,True
schwartzdarren,IbKSDrrG,2023-12-12T14:09:58,False,False
ricky87,lKVwaN,2021-09-24T10:47:51,True,False
davidsanchez,jGXdfdjGBM,2022-01-01T19:06:08,True,False
paul56,UTGBWW,2021-04-07T11:45:17,False,False
youngcarlos,ICnwaL,2021-11-23T09:02:04,False,True
jadams,sjNb,2021-05-19T02:52:17,True,True
juliagomez,WSDiTbF,2022-06-05T10:39:06,False,True
hlittle,PBOGNoEvl,2022-03-15T04:21:20,False,True
danawyatt,BZa,2022-03-20T16:02:30,True,False
ubush,dRQglSiZL,2021-01-05T01:28:34,True,True
pfloyd,yB,2020-05-06T07:08:40,True,False
moorealexander,egxxbQGIBZ,2021-04-23T08:04:01,False,True
rodriguezjoan,lQxho,2023-11-09T16:25:34,True,False
tiffany19,YlKsDypRDo,2023-01-30T11:39:27,False,False
eadkins,pCgw,2020-10-09T20:55:10,False,False
toni27,ZOXn,2021-10-18T18:42:44,False,True
coopererica,BBDJS,2021-09-03T18:42:43,True,False
gregorylyons,djee,2023-02-23T10:27:35,False,True
millerlisa,GYA,2022-04-01T16:09:13,False,True
ksanchez,xways,2020-03-25T22:40:34,False,False
casedonald,AlYwTOLzx,2023-11-03T17:09:04,True,True
travisnelson,PNHWFC,2023-01-08T02:30:14,False,False
kristen05,BqLJChxZTN,2021-06-27T23:20:47,True,True
zmcmahon,ZbSkyBWm,2022-10-21T19:19:20,True,False
hardingfrederick,VTeb,2021-05-28T20:27:41,False,False
alice09,NQxDGQhTP,2020-02-14T19:31:37,False,True
harringtonrobert,BCo,2023-07-27T04:02:08,False,True
tbell,Zn,2021-10-06T02:32:19,False,False
alexanderroberts,WXPwBbQrlh,2023-08-01T06:35:09,True,False
cynthiarodriguez,sdxmnU,2023-09-04T00:01:55,True,False
claudia80,EpmnOvRS,2022-12-30T00:54:58,True,True
gfoster,BpozU,2022-08-25T04:55:21,True,True
anthonysnyder,rpfuPNNJe,2023-01-16T05:27:12,False,False
michaelfoster,Np,2020-12-16T17:37:06,True,False
gvelazquez,rcDhicKl,2021-01-17T18:46:34,False,False
larrybrown,TyPkpbT,2023-03-24T19:23:59,True,False
caleb61,IXLm,2023-06-15T06:19:27,True,False
bmullins,BKOVWcMmh,2021-07-15T13:51:39,True,True
amanda60,mfocgELEA,2021-10-29T11:24:14,False,True
nicholsjacqueline,sjNhKKJWQo,2022-01-27T10:43:47,False,True
barbara15,LCD,2020-01-06T12:49:45,True,False
logan20,KzYVqO,2021-11-29T01:45:17,False,True
uguzman,KFxd,2022-12-19T09:35:01,False,False
jacobsmith,qYTbOGurdg,2023-04-17T07:17:39,False,True
wcobb,vdWoueNgs,2023-12-07T15:17:03,False,False
zreese,OxgzwXTho,2022-07-12T04:46:24,True,True
jeffreyknight,jZ,2024-02-07T08:00:59,True,True
laurenrowe,tyhzYu,2021-06-11T11:57:01,True,False
angela98,JM,2020-02-24T15:46:22,False,True
brian78,GYA,2020-10-05T02:12:26,True,False
christinesmith,ScjDIKn,2021-08-12T05:32:15,True,True
cheyenne55,RgjmbYhnq,2020-10-17T13:15:46,False,True
hwang,JkrVDry,2020-01-30T13:27:15,True,False
dennis72,oYjt,2020-07-11T20:54:09,True,False
mariahallen,nZzjoaCLRz,2023-07-12T19:45:19,True,False
jenkinscraig,wiBKKyfqI,2020-04-01T17:21:35,True,True
wilsonlori,ZPdIpVyEBq,2022-02-26T19:51:40,False,False
nicholasneal,kWmJYPpb,2021-11-21T06:54:44,True,False
elizabeth47,YspcWRs,2022-07-03T17:56:50,False,False
armstrongcharles,XQlqiS,2022-01-30T13:45:10,True,False
stevencooper,TxrilvuoK,2022-05-08T08:52:19,False,True
jenkinsalex,nFl,2024-03-30T03:23:45,False,True
ethompson,YeokYJY,2021-12-23T07:39:46,True,True
howard40,lHZAmXHl,2020-12-15T21:44:52,False,False
derek35,znAW,2020-10-19T23:32:49,False,False
johnpetersen,wloSJqS,2023-11-12T13:31:59,True,True
michael59,NgBsta,2023-10-08T15:25:15,False,False
meaganmiranda,YQns,2020-08-12T00:21:50,True,True
ryancraig,bQUljx,2021-09-06T01:11:16,True,False
lmoran,pyoiJPAWwv,2020-12-05T16:39:21,True,True
ashleyreid,ZdLBbR,2020-04-03T06:43:09,False,False
davisdaniel,hCHQK,2022-01-28T08:43:39,True,False
david12,oNKv,2021-10-15T07:24:46,False,True
balexander,kUyZ,2023-06-20T14:38:51,False,False
sierramckinney,zBcJNQ,2021-01-16T05:54:20,False,True
amanda47,MyPZ,2022-04-27T09:53:21,True,True
jhaynes,hpc,2022-10-26T17:40:19,False,True
davisleah,ScjDIKn,2022-12-10T15:45:47,False,True
lgreen,uLiwk,2021-12-19T06:24:22,True,False
kenneth21,kCrmyzbzQ,2022-12-08T16:34:04,True,False
rollinskendra,Qekr,2020-06-28T10:43:36,False,False
davissylvia,nERDHo,2021-06-12T10:37:30,True,True
jillian19,YIhON,2020-06-22T19:04:20,False,True
johnwelch,qho,2022-12-14T17:05:12,True,False
imoore,aePKY,2022-08-13T12:23:33,True,False
wesleyhall,NsjfRSaru,2020-12-25T09:43:29,True,False
zsantiago,cGofwF,2024-02-02T00:05:21,True,True
yflowers,dmIKHAeeh,2024-02-01T02:13:34,False,False
jamesmatthews,xofbSIYw,2022-04-09T04:57:30,True,True
brewerjonathan,RitmURyzQ,2023-05-12T01:07:24,True,False
sandra69,Vg,2023-12-24T08:24:25,True,False
nowens,rnccdccCh,2022-06-05T12:15:48,False,False
elizabeth29,EFIaPbp,2024-03-12T00:57:46,True,True
amycampbell,uAs,2022-04-23T13:41:23,True,True
katherinekramer,xhpOOA,2023-07-02T01:40:05,False,True
halldennis,kLGdjaP,2022-09-23T17:53:53,False,False
thomas37,RUPC,2023-10-21T00:16:15,True,True
vbarry,IgjSZvphb,2020-11-12T08:16:26,True,False
jeffery28,hnhIS,2021-05-03T19:49:14,False,True
floydtommy,iFl,2022-08-17T04:57:45,True,False
melissa34,Xpw,2021-09-11T04:56:37,False,False
romerorobert,ldIqzVnOf,2021-03-01T08:38:19,True,False
katherinedean,sF,2022-01-11T11:12:31,True,False
jacobjordan,StFLoMxCsP,2023-02-27T19:42:40,True,False
adamsgene,FesjBYc,2021-11-26T18:01:18,False,False
hunterrivera,MGNMRzx,2022-04-04T07:06:45,False,False
jorr,uDnvAggwzr,2023-02-25T20:25:36,True,True
traceycohen,UTPteAb,2020-03-12T10:38:17,True,False
jocelyn86,XXtayXSS,2022-08-16T14:35:54,True,False
stuartpatterson,nqLy,2023-08-22T17:49:37,False,False
timothy83,mop,2020-05-25T22:35:01,True,False
hopkinsjoseph,LmU,2022-06-29T21:28:44,False,False
rturner,nCu,2021-12-29T03:12:38,False,False
wscott,Pkdf,2022-12-15T23:47:44,False,True
vanessa45,yavrVrM,2020-06-01T11:17:07,False,False
kthompson,StbiLX,2022-01-12T20:27:16,False,True
jonessteven,EplTcXlZ,2024-04-06T14:08:08,True,False
carol81,aK,2020-03-10T18:43:06,False,True
randyalexander,VyChEqx,2022-08-20T14:23:30,True,False
wallen,bCBNSU,2023-09-23T15:09:12,True,True
nrose,dzCSNjw,2024-02-09T02:18:32,False,True
xlee,lPQqNuSeY,2020-01-30T23:31:27,False,False
stephanie53,ZKTb,2021-03-11T03:07:08,True,False
gvaldez,BOOmYYb,2023-03-23T22:50:28,False,True
allentammie,VbO,2023-09-28T17:29:11,False,True
michael29,MHSsL,2022-12-14T04:12:50,True,False
kinglinda,nYpz,2023-07-07T16:35:29,False,False
alexanderdaniel,fJuadOUWW,2023-01-21T07:51:31,False,True
matthew10,RpyOy,2021-04-27T14:48:26,True,False
annarios,kPA,2021-09-24T00:19:22,False,False
robertsonchristopher,eG,2021-03-22T07:57:11,True,True
pattonelizabeth,qeYtJfMCmC,2021-07-04T08:36:40,True,True
fchambers,rpfuPNNJe,2021-05-25T19:18:41,True,True
smartinez,RqgRj,2020-11-27T10:22:40,False,True
gpham,wB,2021-05-18T00:17:54,False,True
adamsdaniel,QPFsIKU,2023-09-01T01:20:37,False,True
davidjones,IrI,2023-12-10T09:57:48,False,True
andrew66,gkrBpGmuNz,2022-11-15T21:29:48,False,True
perryshelby,sQiUugwQ,2022-03-03T01:24:04,True,True
bwalker,JtmTUnUl,2021-05-09T10:00:59,False,False
bradley81,ImqNfFDE,2020-12-09T16:45:12,True,True
jean32,NYoyAuvrm,2023-08-26T14:25:30,True,False
