FollowerTag,FollowedTag,TimeStamp,IsMuted,NotificationsActive
jose24,eparker,2022-05-07T08:58:46,False,True
ghanna,tuckerjay,2020-10-10T22:41:14,True,False
smithnorma,paulbuckley,2021-08-16T12:21:32,True,False
qbooth,michaelolson,2021-03-27T18:54:01,False,True
jack13,erikadonovan,2020-04-06T20:28:08,False,True
obrooks,tmolina,2021-01-05T05:49:03,True,False
tim26,ymoyer,2021-04-28T07:26:29,False,True
bowmandawn,nwilkerson,2023-08-26T10:32:14,False,True
smithchristopher,xking,2021-02-26T00:15:45,True,False
lambertkathleen,carolnguyen,2023-03-25T05:58:04,True,False
anthony40,anthony35,2022-06-14T05:39:55,True,False
donald01,joseph65,2020-04-07T03:36:35,True,False
davideaton,krystal16,2021-10-16T06:05:12,True,False
lynnhunt,audreyharris,2021-04-05T03:34:03,True,False
hayneskathleen,blakepalmer,2020-10-07T22:51:29,True,False
julie64,randerson,2024-02-20T03:12:40,True,False
huffdonna,juarezedward,2023-09-10T04:10:42,False,True
lynnhunt,hrobbins,2023-02-18T21:27:45,False,True
cwaters,courtney64,2022-09-20T19:07:28,False,True
phelpsnicole,xlewis,2024-01-18T22:30:21,False,True
bassleroy,heathjeanette,2024-01-16T09:51:53,False,True
xhamilton,anthony47,2021-05-20T02:59:15,False,True
janet66,william71,2021-03-06T21:18:23,True,False
ravila,karenlopez,2021-04-23T00:39:08,True,False
zachary62,suzannepeterson,2022-02-05T23:13:32,False,True
steve81,newtonkimberly,2021-09-26T23:26:35,True,False
terry91,cassidy67,2022-04-02T18:11:15,False,True
emilyflores,qmercer,2023-09-06T20:30:29,False,True
christine50,keith71,2023-03-09T02:47:18,True,False
victoryork,cynthiarodriguez,2021-11-10T00:58:38,True,False
wmyers,juarezedward,2020-04-04T18:50:44,False,True
elaine65,imason,2023-02-25T22:20:45,False,True
peterspears,davenportchristopher,2022-09-11T07:04:17,False,True
wallen,bmullins,2020-06-27T18:13:42,True,False
zreese,delgadojohn,2020-11-06T22:08:57,True,False
qhenry,hunterrivera,2023-09-19T00:21:15,True,False
jamesobrien,sarmstrong,2023-12-16T10:15:25,False,True
buckjacob,jacquelinejohnston,2020-11-23T15:36:12,True,False
gary89,obrooks,2020-09-02T22:11:21,False,True
frenchrebecca,erikascott,2022-08-05T22:18:57,False,True
wagnerbrittany,elizabethmartinez,2022-06-27T16:30:58,True,False
brenda48,debrablack,2024-01-18T08:02:37,False,True
dustinwalker,rose79,2020-12-12T12:58:17,False,True
kathleen46,megan37,2022-11-18T09:09:22,False,True
mlopez,weavermelissa,2022-01-17T11:37:20,False,True
jessemurphy,wstokes,2020-11-30T16:24:32,True,False
mitchellobrien,wardapril,2021-05-23T01:38:00,False,True
charlesmendoza,jessemurphy,2024-03-27T09:22:10,False,True
jennifercarr,marypowell,2020-08-07T07:58:04,True,False
hannahrowe,yvonne76,2022-10-13T17:14:15,True,False
sextonshannon,burnsmorgan,2023-06-10T05:36:52,False,True
nancyjackson,ramirezaaron,2021-03-26T07:53:09,False,True
vstark,toni27,2021-05-05T20:48:29,False,True
james15,klee,2023-08-07T22:16:20,True,False
figueroadenise,jennifersmith,2023-08-05T23:25:43,False,True
kevinnelson,knighteric,2023-07-22T20:42:56,True,False
paulbuckley,michelle37,2023-11-19T10:27:48,False,True
timothy08,sconley,2021-04-19T23:27:10,True,False
qmartin,icardenas,2020-07-10T20:42:06,False,True
jamiemiller,gwebb,2024-01-06T10:52:09,False,True
carriemoore,kristenmolina,2021-02-04T11:11:48,True,False
ronaldsellers,adamscaitlin,2023-08-13T19:33:55,False,True
tiffanyryan,nicholasdixon,2022-03-04T08:49:57,False,True
wesley90,harpermelissa,2020-08-15T09:20:06,False,True
latoyamcintyre,alexvelasquez,2022-06-06T16:17:36,True,False
johnrivera,catherinerivera,2022-12-28T20:26:24,True,False
heathjeanette,daniel31,2022-02-10T06:26:17,False,True
kellymyers,smithleslie,2021-12-15T05:09:38,True,False
eadams,heather27,2023-01-24T11:11:26,False,True
stacypace,stevencooper,2024-01-05T10:35:50,False,True
armstrongdanielle,rebeccameyers,2022-09-01T00:23:43,False,True
rpatrick,katherinekramer,2022-10-15T19:48:24,False,True
epetersen,kaylanichols,2023-10-05T23:55:50,False,True
brownsarah,caitlingutierrez,2023-10-11T02:47:48,False,True
peter49,whiteheaddaniel,2022-09-13T16:00:35,True,False
donaldware,carl27,2020-08-12T17:31:01,False,True
knapppatrick,turnerwilliam,2022-06-06T07:29:24,False,True
ericaday,tgutierrez,2020-01-06T16:45:25,False,True
qpratt,coreysellers,2022-12-13T16:24:49,True,False
derekjenkins,kyleboyd,2021-12-04T08:55:39,False,True
katherinekramer,pattersonricky,2020-11-05T05:41:57,False,True
jacksonsarah,ywood,2022-02-15T22:53:44,False,True
amyknox,maria11,2022-11-12T07:30:15,False,True
jacob19,thomassparks,2021-08-22T16:31:54,False,True
ppearson,fhernandez,2020-04-21T23:23:57,False,True
duncanedwin,davidnielsen,2023-06-07T09:37:17,True,False
feliciahughes,christopher95,2022-08-02T10:21:35,True,False
xmoss,tylerkathryn,2021-05-05T01:03:30,True,False
phillip79,derekramsey,2022-08-23T15:18:58,False,True
btran,tonyflores,2023-01-16T02:54:49,False,True
gonzalesalexander,scott37,2024-03-12T12:12:03,True,False
ypadilla,anthony84,2021-02-07T21:50:37,False,True
bowmandawn,xpayne,2021-10-28T06:44:06,False,True
kathryn09,mollybrown,2022-04-18T17:31:12,False,True
phelpsgavin,whull,2021-03-24T14:46:12,False,True
carpenterjaclyn,diaznancy,2020-01-21T22:54:14,False,True
whitejose,marcuswilson,2020-10-20T10:10:20,False,True
martinezbrandy,jamessmith,2023-01-29T22:58:46,True,False
masonrobin,krystal16,2020-03-30T00:31:32,True,False
floresmatthew,javiergonzalez,2023-03-30T19:07:43,True,False
glarson,carol90,2023-08-18T05:49:16,True,False
jessicaherrera,mark76,2022-02-04T20:08:10,True,False
john54,wjacobs,2021-09-19T09:06:34,False,True
tracy37,wendy90,2021-05-12T14:53:20,True,False
newmansandra,qmarshall,2023-04-10T03:15:23,True,False
lopezleonard,juanshort,2023-07-30T03:15:03,False,True
kathy40,uyoung,2023-06-13T21:06:57,True,False
kevinbriggs,heather07,2024-03-10T19:05:33,True,False
pliu,carrieewing,2023-10-30T15:19:14,False,True
kathryn09,howard25,2020-03-20T17:05:38,True,False
jason42,perezcynthia,2020-02-15T22:30:30,True,False
sean01,yolandastevens,2023-12-18T03:35:41,True,False
dbryant,rogersangela,2022-10-01T18:34:40,True,False
claystacy,donaldbarton,2022-08-17T23:42:08,True,False
kristen63,brandibenjamin,2022-06-08T00:13:31,True,False
muellerdaniel,christophergray,2022-02-08T21:29:49,False,True
khill,katrina08,2022-11-27T15:37:09,False,True
carsontina,ashaw,2022-12-04T16:14:47,True,False
martinrobin,wernertammy,2022-11-25T13:38:54,True,False
steven24,jamie55,2020-05-14T23:30:11,True,False
jameshoward,michaeladams,2023-04-30T03:29:57,True,False
ljohnson,christopher81,2020-06-29T04:00:54,False,True
gutierrezjessica,deborah27,2023-01-09T15:58:51,False,True
nguyenchristina,scottandrea,2021-06-17T02:40:46,False,True
fjohnson,wendykelly,2020-12-01T17:29:44,False,True
deniseholt,brooksaudrey,2022-07-14T16:00:16,False,True
lindagreen,tom40,2022-07-11T13:33:45,False,True
wcunningham,clinerobin,2020-01-13T01:20:32,False,True
kristen05,grahamphillip,2020-07-11T04:57:47,True,False
suzanne59,xmoss,2021-04-18T02:43:07,True,False
jimenezsusan,rosejohnson,2022-03-01T17:26:21,True,False
nbarr,schwartzdarren,2022-09-10T04:57:18,False,True
garnold,matakathy,2021-08-15T02:09:31,True,False
michaelhamilton,jonesalyssa,2020-09-26T14:45:19,True,False
tlopez,martinmelissa,2024-02-23T08:50:52,True,False
halldennis,timothythomas,2022-08-10T12:22:40,False,True
halldennis,tanya57,2020-03-10T11:08:20,True,False
thompsonpaul,christopher49,2021-03-02T19:14:53,True,False
qgarcia,alexis61,2022-09-15T23:27:07,True,False
connor16,meyersreginald,2023-03-25T21:55:54,True,False
rthompson,erogers,2021-03-12T00:35:15,False,True
rnguyen,barbaramyers,2022-09-06T04:15:52,True,False
madison62,seanjohnson,2021-08-13T01:24:58,True,False
donaldturner,egilbert,2022-05-27T23:12:48,False,True
lbowman,cindy64,2021-01-12T23:37:18,False,True
megan87,brian78,2023-09-29T08:06:25,True,False
medinakellie,rreed,2020-05-06T11:19:28,True,False
jonathan43,gomezbryan,2021-01-23T02:11:26,False,True
amanda47,charlescoleman,2021-01-29T17:47:02,True,False
shannonwilliams,maxwatson,2020-06-11T17:20:15,False,True
cainraymond,angela43,2023-01-31T22:02:54,False,True
traceygrant,dberry,2020-01-20T08:25:50,True,False
danieldavies,alexandriatucker,2020-02-04T09:30:35,False,True
bcoleman,rhoover,2020-06-23T12:09:49,True,False
wallacelori,richard44,2021-04-23T03:56:32,False,True
harrisjay,frankewing,2020-09-24T12:41:00,True,False
yrichard,patrickdixon,2020-12-12T13:26:01,False,True
carrieewing,kevinnelson,2020-03-04T08:21:45,False,True
elee,swatson,2023-12-13T13:56:40,False,True
brownapril,warrenalan,2021-12-13T14:12:16,False,True
michaelclark,douglasfoster,2023-06-12T07:32:39,False,True
garyrichardson,alicia02,2021-05-29T00:38:22,True,False
thomas27,zandrews,2022-02-01T21:53:27,True,False
michael02,hayesrenee,2023-02-01T12:50:45,False,True
oliverbrandi,teresa36,2021-01-03T04:38:49,False,True
robertnelson,dhawkins,2020-08-28T17:30:53,False,True
gailhowell,singhandrew,2020-09-09T16:06:24,True,False
vaustin,john00,2023-02-28T13:27:54,True,False
kelseywalton,marcusmcdonald,2022-01-28T08:53:03,True,False
kramererika,nicholas79,2022-10-02T23:33:24,True,False
amymoreno,danawilliams,2021-09-27T02:25:31,False,True
richardpeters,jenniferlong,2021-09-30T10:09:01,False,True
mclaughlinstephen,fbeltran,2021-03-01T08:15:02,True,False
michaeladams,rlee,2021-02-08T16:35:22,False,True
bgrant,jack13,2021-10-31T14:15:26,True,False
howellrebecca,xlewis,2022-02-22T13:11:53,True,False
wwhite,robinsonkelly,2021-11-29T12:16:36,True,False
lisa03,brittanybennett,2021-05-21T09:02:40,False,True
wjackson,hcook,2021-03-05T15:48:15,True,False
jillserrano,zandrews,2020-04-15T14:14:39,True,False
robertlloyd,scottmartin,2023-10-12T19:47:06,True,False
jerrybernard,matthew10,2020-05-03T08:23:42,False,True
iowens,kboone,2023-06-11T06:11:03,False,True
steven31,adamscaitlin,2024-02-26T07:21:35,True,False
dylanlee,pgarza,2022-09-24T19:45:58,True,False
henryernest,jreyes,2022-09-29T16:50:09,True,False
figueroabenjamin,michaelwillis,2020-09-18T05:32:46,False,True
stonemichele,baileylori,2021-02-27T04:13:11,False,True
jeffrey73,hlawrence,2022-11-11T00:42:05,False,True
jessefrench,hcarroll,2021-12-04T08:22:29,False,True
rnguyen,huertakelly,2022-10-14T00:20:57,False,True
jessescott,dukealexander,2023-11-12T10:27:21,False,True
heidibradford,wardapril,2021-08-15T00:51:05,True,False
timothynelson,manningcharles,2024-03-22T23:16:10,False,True
chopkins,shannonwilliams,2022-07-19T23:34:11,False,True
armstrongdanielle,kevinbriggs,2021-01-17T08:54:24,False,True
kharris,robertwelch,2021-07-23T18:25:23,True,False
matthew70,angela71,2022-06-19T02:05:49,True,False
johngarza,kentsmith,2023-03-13T15:22:11,False,True
jeffrey30,larsonkatherine,2021-09-05T20:09:45,True,False
kramsey,michael87,2020-05-11T04:15:18,True,False
gibsonbrad,virginia03,2020-10-06T12:56:41,True,False
gmontes,lloydjordan,2023-01-24T11:18:08,True,False
jareddiaz,kenneth89,2021-01-12T09:56:53,True,False
jeremy11,jonesnicholas,2023-08-04T17:15:15,True,False
robert19,morgan80,2020-02-26T09:31:30,True,False
gilbertlori,heidi70,2022-01-03T17:51:38,False,True
phicks,hillrobert,2022-06-06T05:48:13,False,True
anna42,amber55,2022-10-09T03:46:16,False,True
andrew18,fgriffith,2022-02-11T10:42:59,True,False
hmerritt,annwolf,2021-03-31T17:54:05,False,True
vchen,zachary20,2020-03-04T12:51:19,True,False
jessicalowe,asmith,2021-06-02T18:50:53,True,False
chelsea55,alicia87,2021-06-11T01:01:19,False,True
alexjarvis,howard25,2021-10-31T00:25:12,False,True
allenjones,riosbradley,2023-11-23T18:25:23,True,False
kathleendavis,hcarroll,2020-03-30T04:21:48,False,True
laurenrowe,lmcbride,2021-06-04T18:53:47,False,True
jesusbonilla,boothjeremy,2020-08-18T12:49:44,True,False
joseph36,jesse47,2021-02-20T14:50:02,True,False
melissaanderson,bushjose,2021-12-31T11:38:53,True,False
sabrinawolfe,michelle24,2022-01-18T21:56:50,False,True
jameslewis,turnerstacy,2021-07-09T22:10:32,True,False
cgriffith,pliu,2022-10-02T19:36:11,False,True
sbrown,sburke,2023-07-28T04:59:31,True,False
ryanwest,stephensmicheal,2021-03-19T11:31:53,True,False
jacksonpamela,james97,2022-02-05T15:20:18,True,False
alisha13,nicholas79,2023-03-22T23:26:23,True,False
richardperry,steven24,2024-04-11T09:07:00,True,False
laura37,fernandezbrianna,2022-03-07T13:07:40,True,False
ryancraig,wardwesley,2022-08-12T05:44:38,True,False
martinezarthur,brooksaudrey,2020-07-13T16:54:07,True,False
sweaver,phillipslaura,2022-09-01T19:00:03,False,True
walterskevin,sperkins,2021-05-06T01:16:42,False,True
michaelwillis,racheladkins,2023-07-17T10:36:49,False,True
lindahall,allenjohn,2023-01-24T17:42:59,True,False
xtaylor,pamela91,2020-05-27T00:43:25,True,False
ysalazar,joshua25,2020-04-02T19:42:47,True,False
hsloan,marissawells,2021-02-05T23:18:05,True,False
trevormendoza,samantha41,2021-05-02T04:16:39,False,True
lisajames,davemyers,2021-09-21T07:49:43,False,True
jeremy87,jeffery28,2021-07-12T21:04:33,False,True
dchristian,alice65,2022-07-11T17:16:39,False,True
gilbert43,anthonyhanna,2023-07-10T06:05:46,False,True
christina11,shannoncochran,2022-01-16T02:36:03,False,True
dperkins,jmeyer,2022-12-13T15:47:44,False,True
qrichard,dixonchristina,2021-08-11T04:04:30,False,True
uirwin,scamacho,2020-09-19T17:29:57,True,False
ibennett,jamierussell,2020-10-06T16:25:38,True,False
mscott,nbriggs,2023-11-18T18:08:36,False,True
tcase,roger00,2021-03-17T19:34:39,False,True
rayapril,svasquez,2020-06-08T20:54:39,False,True
audrey79,btapia,2021-10-07T17:20:07,True,False
george94,thompsonalexander,2024-02-11T18:25:12,False,True
richardleslie,washingtongeorge,2020-04-25T00:03:22,True,False
meaganmiranda,adamscaitlin,2020-06-28T13:19:08,True,False
davidmiller,keithvincent,2023-05-18T07:48:41,True,False
nancyjackson,michaelkeith,2022-05-19T03:25:35,False,True
adamsnicole,atkinsontimothy,2021-01-09T18:44:24,True,False
zrichardson,jacobsonchristopher,2023-07-15T04:22:43,True,False
george19,kristenmolina,2023-04-18T19:05:12,False,True
fieldsgregory,ryan06,2020-04-08T05:52:41,True,False
walterberry,isabel04,2023-11-26T00:48:36,False,True
laurie49,snguyen,2020-07-16T09:30:17,True,False
hcannon,olutz,2022-02-21T00:09:30,False,True
nrobinson,kentsmith,2023-02-16T00:15:00,False,True
corey43,carolynjames,2022-11-18T08:05:30,True,False
michaelklein,knapppatrick,2021-05-22T00:20:50,True,False
michael36,tbrowning,2021-03-17T05:34:46,False,True
flemingnatalie,robert21,2023-04-04T01:19:24,True,False
ublevins,kmurray,2022-10-18T21:30:02,False,True
rthomas,patricia35,2023-08-20T07:10:05,False,True
amyjones,willisaimee,2023-02-10T01:38:02,False,True
jessicaarnold,brenda06,2022-08-02T12:49:13,True,False
ksteele,hollandmichelle,2023-09-16T08:06:44,True,False
daviddavis,ryanbryan,2020-04-13T12:41:03,True,False
matthewmacias,tonibanks,2023-10-27T22:18:13,False,True
tanderson,qrichard,2023-03-04T14:07:50,False,True
delgadojohn,hilltheodore,2021-07-18T18:59:54,False,True
marissasmith,williamsjesse,2020-10-05T19:55:23,False,True
brennanalyssa,francis09,2020-03-11T06:07:37,False,True
msteele,obond,2021-09-03T16:58:34,False,True
samantha91,bobby05,2021-07-26T15:17:48,True,False
woodsara,samuel92,2023-11-18T01:14:21,True,False
darrell72,cbarker,2023-09-04T02:43:03,True,False
wayne77,fmcdonald,2023-08-11T06:05:11,False,True
tara71,megan38,2023-02-16T17:02:47,True,False
williambooth,jparker,2020-07-09T13:53:39,True,False
brownadam,sandra00,2021-10-10T16:05:17,True,False
jennifer93,veronicatapia,2021-05-01T12:14:02,True,False
hansonjulia,rhondasullivan,2020-08-26T08:15:37,False,True
jross,ugreen,2023-03-06T22:30:43,True,False
melissa18,zflores,2020-10-12T18:44:15,False,True
sandra00,brianna50,2021-07-05T08:33:25,False,True
paul59,jamiemiller,2023-09-16T07:16:18,True,False
teresa30,daniel24,2020-07-05T15:18:03,True,False
kingbrian,rubiojames,2023-05-31T20:02:15,True,False
asmall,michaelrhodes,2020-06-10T21:50:11,False,True
holly19,robertsgary,2021-10-09T19:56:42,True,False
agentry,manuel24,2021-05-24T20:16:58,False,True
michaelphillips,catherineowens,2021-12-13T04:53:32,False,True
kboone,johnadkins,2020-05-21T18:42:29,True,False
woodnicholas,logan44,2020-10-02T23:04:37,False,True
jeffrey91,fcunningham,2020-05-17T13:28:21,False,True
trancatherine,vhenry,2023-07-30T21:12:10,True,False
alexiswilliams,robinsonbrittany,2023-02-11T23:30:29,True,False
ucline,oburns,2024-02-08T02:08:51,True,False
eric87,qwilliams,2022-10-24T20:32:15,True,False
aconley,elizabeth47,2020-03-01T00:14:32,True,False
tgallegos,klong,2020-09-14T19:07:28,False,True
erik35,tammy91,2023-12-31T19:40:30,False,True
zsims,greynolds,2024-01-14T09:42:06,False,True
heather44,zwhite,2022-03-12T19:17:31,False,True
lindayang,ttorres,2021-07-15T12:49:01,False,True
nicholsjacqueline,jmartin,2020-10-28T14:56:42,False,True
jasonmartinez,rhill,2020-06-07T19:03:12,True,False
morrisjoseph,kpitts,2021-01-29T15:55:09,False,True
fdyer,courtneywilson,2022-03-25T23:52:47,True,False
russellgarza,valentinejamie,2022-09-26T02:28:43,False,True
pamelarodriguez,matthew43,2021-03-08T22:41:31,True,False
juliehenson,theresa69,2024-04-08T11:55:48,False,True
melissazamora,wardwesley,2021-09-29T07:37:42,False,True
michelle62,riversthomas,2022-03-23T20:30:52,True,False
ssalazar,jfoster,2021-11-29T12:22:28,False,True
crystal48,jim16,2021-07-07T23:02:14,True,False
fvazquez,jeffersonsherry,2022-04-09T12:14:30,True,False
yvonne76,erik25,2023-08-09T17:49:32,True,False
jeffreyperry,erica78,2023-11-20T19:59:43,False,True
hilljon,duncandavid,2022-11-11T06:08:36,True,False
brianahoward,dixoncourtney,2021-10-16T13:03:12,True,False
kaitlyn84,beckycraig,2021-12-16T00:08:48,True,False
qstone,huangdana,2020-12-08T16:35:43,False,True
kevin40,jeffrey84,2020-02-13T15:39:11,True,False
valerierobles,hooveraustin,2023-05-28T00:55:01,True,False
taylorlisa,lgreen,2021-06-17T08:57:01,False,True
alexanderwebb,nathanromero,2020-04-20T10:44:43,False,True
derekjenkins,ebeard,2024-04-10T21:53:48,True,False
tayloralan,michaelphillips,2022-03-28T18:54:03,False,True
haley79,kfigueroa,2020-03-29T18:53:45,True,False
thomastroy,barnesronald,2022-04-01T09:13:24,True,False
monroedylan,susanolson,2023-08-08T23:14:52,True,False
larsentaylor,erik35,2023-04-07T16:50:47,True,False
jillian48,elizabethanderson,2023-06-29T00:40:21,False,True
petersonalexander,daniel93,2023-09-25T22:06:36,False,True
linda96,catherineowens,2021-07-05T13:08:30,True,False
joseph20,michaelmoyer,2021-09-24T12:40:27,True,False
amandamartinez,ryanowen,2023-10-04T01:29:08,True,False
jack29,thomasrebecca,2021-04-16T09:02:49,True,False
joebrown,ftorres,2023-06-05T14:47:50,True,False
elizabeth35,xlynch,2024-01-01T17:39:25,False,True
thomasdavid,wadejeremy,2023-08-01T08:08:22,True,False
msmith,isabel04,2023-12-15T06:37:53,False,True
matthew67,derrickbrown,2022-02-04T01:18:56,True,False
tony15,bellmichelle,2021-01-15T12:54:13,False,True
jorge10,martinezsteven,2022-12-26T12:49:13,True,False
jessemurphy,selena81,2020-08-09T19:41:17,True,False
josecabrera,bmacias,2023-10-15T04:57:29,True,False
amber64,cameronwalker,2020-05-03T03:15:03,False,True
timothymoore,jaredhernandez,2020-12-11T12:04:20,False,True
dunnwilliam,careydaniel,2020-05-28T16:47:51,False,True
douglasfoster,punderwood,2024-02-16T23:03:32,True,False
robertsonchristopher,josecabrera,2022-11-21T20:19:46,False,True
pennymartinez,pdunlap,2022-02-25T22:00:35,False,True
reyesanne,nmoore,2020-02-16T02:55:56,False,True
nguyennicole,ksanchez,2021-12-05T15:56:11,False,True
carralexander,stephanieterry,2021-02-24T14:13:46,False,True
obond,kenneth49,2021-04-29T03:48:05,True,False
jaredhernandez,keithhernandez,2023-10-16T08:26:42,False,True
wstokes,rlozano,2022-12-28T16:27:33,True,False
tammy17,petertorres,2020-04-30T20:12:17,False,True
john65,mjohnson,2023-10-29T18:19:40,True,False
nlopez,kennedyjames,2023-11-18T08:26:40,True,False
emma84,jerryroberts,2023-03-05T06:21:12,False,True
adamsrussell,rnguyen,2022-03-07T15:23:50,False,True
hicksbrittany,fcurry,2022-09-17T11:19:09,False,True
kenneth21,joel13,2022-06-30T02:38:26,True,False
pattersonricky,joycejulie,2021-11-26T11:53:15,True,False
christopherrodriguez,barbara59,2022-06-17T05:11:49,False,True
stewartpamela,stuartpatterson,2022-07-31T13:02:33,False,True
william46,justinvega,2021-08-13T06:01:18,True,False
hallmark,myerskimberly,2022-04-12T08:41:43,True,False
wgross,charles56,2022-06-09T08:10:02,False,True
sandraperez,shannonwilliams,2023-06-13T07:32:09,True,False
ashleyreid,susan40,2024-01-14T19:45:09,True,False
edwardconway,jennifer56,2021-05-10T07:02:40,True,False
williamsjesse,rogersjennifer,2023-07-02T21:50:24,True,False
gward,charlesjohnson,2023-10-17T01:20:02,False,True
stevenaguilar,johnsonjason,2023-02-16T19:04:08,True,False
rowecody,nlee,2022-05-17T04:05:01,True,False
woodnicholas,paynecody,2021-09-12T13:40:31,False,True
donna63,brendajohnson,2022-11-11T09:27:56,True,False
averyvictoria,nancylevy,2020-04-01T23:24:30,False,True
mckinneyxavier,johnrivera,2020-07-27T15:46:40,True,False
rachel58,ypadilla,2023-05-16T06:36:12,True,False
pfloyd,xballard,2023-08-23T21:02:30,True,False
richardsonshawn,ocox,2022-08-05T05:09:30,True,False
castillokaren,robertwallace,2022-01-22T15:04:21,True,False
ronaldharris,melissa32,2022-06-12T19:06:18,True,False
karenellis,jamie55,2024-03-26T13:14:23,True,False
lindayang,joshuamitchell,2020-10-28T12:57:22,True,False
olivertyler,nicholsjesse,2021-11-22T01:17:33,False,True
linda49,robert58,2021-04-15T14:06:07,False,True
wcobb,guerrastephen,2020-01-16T01:11:38,False,True
jeremy87,gbenson,2021-08-24T16:56:51,False,True
christopher49,lewischarles,2022-08-11T10:43:25,True,False
tjohnston,alejandromccoy,2022-05-24T04:19:46,True,False
qglenn,dphillips,2023-12-21T23:12:15,True,False
caitlingutierrez,powellchristopher,2023-08-29T12:47:52,False,True
rogersjennifer,fcurry,2024-03-24T23:42:08,False,True
martha52,garnold,2021-08-15T18:53:53,False,True
jorge10,james25,2020-12-12T02:34:21,False,True
frazierashley,alopez,2021-08-09T22:25:15,True,False
zsims,elaine65,2022-03-23T02:47:46,True,False
keith71,dlewis,2023-12-21T11:28:10,False,True
sherry62,bfloyd,2022-10-28T16:37:16,True,False
lindahall,jadkins,2020-01-20T02:16:12,True,False
williamsmichelle,allison27,2021-09-12T14:23:45,False,True
jacquelinejohnston,kimberlyscott,2024-03-13T17:58:14,False,True
keithsosa,vazquezchristine,2020-10-02T19:28:07,True,False
fwalsh,megantyler,2021-02-26T06:27:01,False,True
brian78,doris03,2022-02-04T10:48:17,True,False
nwright,johnrodriguez,2022-06-03T14:19:49,True,False
stephensonzachary,joseph20,2022-03-26T16:02:46,False,True
klee,samuel11,2024-02-29T05:48:59,False,True
shelley33,hardinjennifer,2020-01-23T19:27:28,True,False
michaelleonard,dean38,2021-07-31T05:05:46,False,True
richardsonsteven,ypadilla,2022-01-08T21:10:39,False,True
vhenry,christy37,2023-04-17T01:10:59,False,True
gallen,lindseyyoung,2021-12-25T02:41:08,True,False
jody20,thomas71,2023-05-03T02:07:39,True,False
barnesronald,pnelson,2023-08-18T01:43:46,True,False
pvillanueva,nathan98,2023-01-12T17:39:32,True,False
michaelkeith,tlopez,2022-12-16T09:52:45,False,True
ibowman,racheladkins,2024-01-14T10:44:02,False,True
anthonychambers,stephensonzachary,2020-01-20T09:58:11,True,False
rasmussenandrew,rhansen,2023-08-03T00:13:01,False,True
houstonmichael,ricardo09,2020-07-09T21:26:43,False,True
allisonnelson,shellylindsey,2023-12-01T03:15:13,False,True
omendez,nicholsjacqueline,2020-08-01T05:44:51,True,False
eduardoreyes,masonrobin,2022-04-01T11:11:34,False,True
sandratorres,smithkatherine,2020-07-17T17:36:46,False,True
smithjames,ucline,2021-01-29T05:31:16,True,False
webbadrian,william46,2021-03-26T01:17:13,True,False
tonyapatel,lisamurphy,2023-02-03T05:39:57,True,False
heather88,brian03,2023-04-19T13:36:41,True,False
scottsanchez,colemanmary,2023-03-30T00:28:52,False,True
hailey54,millerrichard,2021-07-18T04:53:47,False,True
millerlisa,steven11,2023-08-11T19:49:36,False,True
kellymays,ocox,2022-07-30T11:58:14,False,True
candace22,jeffrey84,2021-11-07T04:47:10,True,False
xchung,smithchristopher,2020-05-10T03:47:06,True,False
vdavis,williamsfrederick,2021-03-29T07:39:33,False,True
julia19,conniepowers,2022-09-11T15:15:21,False,True
matthewmorgan,harrisonmark,2021-01-13T20:57:16,True,False
ybarber,xatkins,2022-12-27T02:32:16,True,False
vvillanueva,charlesbanks,2020-06-20T09:38:00,False,True
epetersen,vsteele,2020-06-01T02:48:28,False,True
timothycamacho,lambertdeanna,2022-03-13T05:26:59,False,True
perryrobert,tina43,2020-11-09T23:12:05,True,False
ysilva,amandadominguez,2022-08-23T20:03:21,True,False
zgreen,vfisher,2024-02-19T10:24:46,True,False
nowens,katherine08,2021-02-13T19:07:58,True,False
kevinking,chad30,2020-11-16T23:19:46,False,True
vasquezkimberly,deborahhernandez,2020-09-25T20:39:12,False,True
hbradshaw,smeyer,2020-11-01T02:23:22,True,False
steven50,pennymartinez,2022-07-22T08:08:02,False,True
gary45,williamsclaire,2023-06-09T11:28:42,False,True
rray,quinnmatthew,2023-09-20T08:54:33,False,True
philipmartinez,ryan98,2022-10-22T04:02:49,True,False
vasquezcharles,lindseyyoung,2021-03-14T18:05:37,False,True
chelsea76,richardperez,2023-07-29T21:24:16,False,True
wcunningham,shelby08,2020-02-01T00:31:21,False,True
justin25,tgallegos,2021-12-09T08:02:59,False,True
morrisonamanda,stewartwilliam,2020-07-09T08:35:04,True,False
usherman,david03,2021-07-21T09:22:33,False,True
kphillips,gkhan,2020-03-31T09:32:33,True,False
hwebb,annetteandrews,2021-10-09T03:22:07,True,False
kathryn09,hansenbreanna,2022-04-13T10:11:56,True,False
andrew66,ana42,2024-03-03T04:52:30,False,True
wagnerjackson,brownnathaniel,2022-01-19T16:00:29,True,False
robertsonkimberly,gonzalezashlee,2022-10-24T15:01:23,True,False
klong,vroy,2023-09-07T19:40:15,False,True
osborneanthony,fitzgeraldjay,2023-01-11T02:39:48,True,False
xhoffman,jennifergillespie,2023-09-12T15:54:04,False,True
richmondmark,jramirez,2021-11-16T00:37:59,True,False
michaelrobert,kellymays,2023-11-14T19:53:41,False,True
kariyoung,howardlaura,2023-05-25T16:25:08,True,False
